"X26135110_prec.Date","X26135110_prec.Value"
"1977-10-25",44.2
"1977-11-25",96.4
"1977-12-25",44.9
"1978-01-25",73.9
"1978-02-25",120.8
"1978-03-25",58.3
"1978-04-25",115.2
"1978-05-25",117.8
"1978-06-25",19.4
"1978-07-25",20.1
"1978-08-25",74.7
"1978-09-25",187.2
"1978-10-25",0
"1978-11-25",120.9
"1978-12-25",120.6
"1979-01-25",24.1
"1979-02-25",2
"1979-03-25",79.9
"1979-04-25",134.2
"1979-05-25",225.6
"1979-06-25",184.9
"1979-07-25",22.5
"1979-08-25",155.6
"1979-09-25",165.1
"1979-10-25",115
"1979-11-25",71.2
"1979-12-25",173.6
"1980-01-25",14.7
"1980-02-25",224
"1980-03-25",207.1
"1980-04-25",106
"1980-05-25",82.6
"1980-06-25",62.6
"1980-07-25",10.5
"1980-08-25",40.7
"1980-09-25",173.6
"1980-10-25",130.8
"1980-11-25",119.2
"1980-12-25",136
"1981-01-25",0.5
"1981-02-25",58.9
"1981-03-25",211.3
"1981-04-25",135.5
"1981-05-25",132.4
"1981-06-25",186.1
"1981-07-25",83.5
"1981-08-25",10.8
"1981-09-25",45.1
"1981-10-25",69
"1981-11-25",165.6
"1981-12-25",68.4
"1982-01-25",198.3
"1982-02-25",205.4
"1982-03-25",168.3
"1982-04-25",161.7
"1982-05-25",164.3
"1982-06-25",167.7
"1982-07-25",133.2
"1982-08-25",4.3
"1982-09-25",0
"1982-10-25",78.1
"1982-11-25",54.4
"1982-12-25",163.5
"1983-01-25",142.8
"1983-02-25",223.2
"1983-03-25",119.8
"1983-04-25",144.6
"1983-05-25",115.8
"1983-06-25",34.9
"1983-07-25",144.8
"1983-08-25",131
"1983-09-25",166.4
"1983-10-25",146.9
"1983-11-25",208.8
"1983-12-25",106.7
"1984-01-25",200
"1984-02-25",183.8
"1984-03-25",194.6
"1984-04-25",142.3
"1984-05-25",111.8
"1984-06-25",74
"1984-07-25",140.5
"1984-08-25",147.3
"1984-09-25",163.1
"1984-10-25",63.5
"1984-11-25",143.1
"1984-12-25",32.9
"1985-01-25",109.7
"1985-02-25",2.6
"1985-03-25",61.7
"1985-04-25",21.5
"1985-05-25",56.3
"1985-06-25",128.5
"1985-07-25",10
"1985-08-25",53.6
