"X21170040_prec.Date","X21170040_prec.Value"
"1983-09-25",0
"1983-10-25",0
"1983-11-25",23.3
"1983-12-25",116.5
"1984-01-25",124.8
"1984-02-25",90.6
"1984-03-25",39.4
"1984-04-25",72.6
"1984-05-25",77.6
"1984-06-25",70.4
"1984-07-25",42.1
"1984-08-25",25
"1984-09-25",36.9
"1984-10-25",81.6
"1984-11-25",77.6
"1984-12-25",34.2
"1985-01-25",3
"1985-02-25",0
"1985-03-25",59.7
"1985-04-25",40.2
"1985-05-25",68.5
"1985-06-25",38.1
"1985-07-25",0
"1985-08-25",28.7
"1985-09-25",15.7
"1985-10-25",97.5
"1985-11-25",10
"1985-12-25",35.9
"1986-01-25",0
"1986-02-25",55
"1986-03-25",89.1
"1986-04-25",123.5
"1986-05-25",91.6
"1986-06-25",47.3
"1986-07-25",2
"1986-08-25",0
"1986-09-25",14.7
"1986-10-25",120.8
"1986-11-25",9.1
"1986-12-25",15
"1987-01-25",18.9
"1987-02-25",21.8
"1987-03-25",62
"1987-04-25",117.5
"1987-05-25",160
"1987-06-25",10.2
"1987-07-25",8.5
"1987-08-25",15.5
"1987-09-25",34.8
"1987-10-25",91.4
"1987-11-25",35
"1987-12-25",115.6
"1988-01-25",6.5
"1988-02-25",50.9
"1988-03-25",11
"1988-04-25",95.5
"1988-05-25",47
"1988-06-25",22
"1988-07-25",31.6
"1988-08-25",63.8
"1988-09-25",0
"1988-10-25",0
"1988-11-25",105.7
"1988-12-25",184.5
"1989-01-25",66.3
"1989-02-25",67.7
"1989-03-25",82.2
"1989-04-25",66.2
"1989-05-25",112.2
"1989-06-25",34.1
"1989-07-25",0.6
"1989-08-25",0
"1989-09-25",62
"1989-10-25",66.5
"1989-11-25",86.6
"1989-12-25",56.5
"1990-01-25",51.2
"1990-02-25",151.5
"1990-03-25",36.5
"1990-04-25",143.2
"1990-05-25",116.8
"1990-06-25",0
"1990-07-25",46
"1990-08-25",0.7
"1990-09-25",81.3
"1990-10-25",122.5
"1990-11-25",128.4
"1990-12-25",39.9
"1991-01-25",29
"1991-02-25",4.1
"1991-03-25",89.3
"1991-04-25",34.3
"1991-05-25",58.4
"1991-06-25",27.7
"1991-07-25",31.2
"1991-08-25",72
"1991-09-25",0
"1991-10-25",117.6
"1991-11-25",69
"1991-12-25",98
"1992-01-25",25.9
"1992-02-25",2.1
"1992-03-25",2
"1992-04-25",14.9
"1992-05-25",119.3
"1992-06-25",7.5
"1992-07-25",2.5
"1992-08-25",2.9
"1992-09-25",0
"1992-10-25",15
"1992-11-25",65.5
"1992-12-25",116.7
"1993-01-25",66.2
"1993-02-25",136.6
"1993-03-25",82
"1993-04-25",169.3
"1993-05-25",30.2
"1993-06-25",12
"1993-07-25",23
"1993-08-25",0
"1993-09-25",16.8
"1993-10-25",2.5
"1993-11-25",100.6
"1993-12-25",34.3
"1994-01-25",31.5
"1994-02-25",15.9
"1994-03-25",41.5
"1994-04-25",148.2
"1994-05-25",34.3
"1994-06-25",13
"1994-07-25",4.4
"1994-08-25",6
"1994-09-25",37.5
"1994-10-25",26
"1994-11-25",120.8
"1994-12-25",27.3
"1995-01-25",0
"1995-02-25",0.9
"1995-03-25",104.5
"1995-04-25",25.5
"1995-05-25",169.4
"1995-06-25",130
"1995-07-25",9.1
"1995-08-25",36.8
"1995-09-25",6
"1995-10-25",19
"1995-11-25",45.9
"1995-12-25",107
"1996-01-25",68.8
"1996-02-25",81.8
"1996-03-25",90.2
"1996-04-25",68.5
"1996-05-25",75.7
"1996-06-25",19.3
"1996-07-25",2.3
"1996-08-25",4.3
"1996-09-25",94
"1996-10-25",78
"1996-11-25",83.9
"1996-12-25",86.9
"1997-01-25",54
"1997-02-25",80.1
"1997-03-25",4
"1997-04-25",110.3
"1997-05-25",26
"1997-06-25",68.4
"1997-07-25",5
"1997-08-25",0
"1997-09-25",0
"1997-10-25",0
"1997-11-25",12.4
"1997-12-25",0
"1998-01-25",3.4
"1998-02-25",53.7
"1998-03-25",60.5
"1998-04-25",215.1
"1998-05-25",159.8
"1998-06-25",25
"1998-07-25",62.4
"1998-08-25",58.1
"1998-09-25",22.2
"1998-10-25",23.3
"1998-11-25",171.8
"1998-12-25",187.6
"1999-01-25",7.4
"1999-02-25",106.8
"1999-03-25",17.2
"1999-04-25",131.4
"1999-05-25",80.9
"1999-06-25",26.7
"1999-07-25",15.2
"1999-08-25",3.4
"1999-09-25",0.8
"1999-10-25",79.1
"1999-11-25",64.2
"1999-12-25",44.9
"2000-01-25",3.5
"2000-02-25",101.3
"2000-03-25",75.1
"2000-04-25",68.2
"2000-05-25",37.9
"2000-06-25",52
"2000-07-25",10.5
"2000-08-25",27.9
"2000-09-25",62.7
"2000-10-25",17.1
"2000-11-25",14
"2000-12-25",71.7
"2001-01-25",0.5
"2001-02-25",25.6
"2001-03-25",47.6
"2001-04-25",43.3
"2001-05-25",132.2
"2001-06-25",117.3
"2001-07-25",0
"2001-08-25",0.3
"2001-09-25",2
"2001-10-25",0
"2001-11-25",52.8
"2001-12-25",57.2
"2002-01-25",8.5
"2002-02-25",7.3
"2002-03-25",63.8
"2002-04-25",98.5
"2002-05-25",3
"2002-06-25",82.8
"2002-07-25",8.3
"2002-08-25",4.5
"2002-09-25",1.2
"2002-10-25",41
"2002-11-25",122.4
"2002-12-25",47.1
"2003-01-25",0
"2003-02-25",6.3
"2003-03-25",4
"2003-04-25",13.3
"2003-05-25",128
"2003-06-25",33.5
"2003-07-25",12.4
"2003-08-25",78.2
"2003-09-25",88.4
"2003-10-25",82
"2003-11-25",190.4
"2003-12-25",39.5
"2004-01-25",70.6
"2004-02-25",6.5
"2004-03-25",15
"2004-04-25",89.6
"2004-05-25",57.2
"2004-06-25",18.5
"2004-07-25",16.5
"2004-08-25",0
"2004-09-25",121.6
"2004-10-25",77.7
"2004-11-25",105.4
"2004-12-25",44.1
"2005-01-25",23
"2005-02-25",95.7
"2005-03-25",146.8
"2005-04-25",22.7
"2005-05-25",132.4
"2005-06-25",4.1
"2005-07-25",6.6
"2005-08-25",0.5
"2005-09-25",5.7
"2005-10-25",60
"2005-11-25",100.6
"2005-12-25",49.4
"2006-01-25",43
"2006-02-25",42.5
"2006-03-25",77.6
"2006-04-25",53.7
"2006-05-25",202.9
"2006-06-25",139
"2006-07-25",2
"2006-08-25",0
"2006-09-25",0
"2006-10-25",10
"2006-11-25",39.8
"2006-12-25",107.9
"2007-01-25",0.5
"2007-02-25",2
"2007-03-25",14
"2007-04-25",48
"2007-05-25",63.6
"2007-06-25",30
"2007-07-25",63.5
"2007-08-25",0
"2007-09-25",0
"2007-10-25",72.1
"2007-11-25",87.6
"2007-12-25",4.2
"2008-01-25",73
"2008-02-25",13
"2008-03-25",59.5
"2008-04-25",148.2
"2008-05-25",16
"2008-06-25",3
"2008-07-25",11.3
"2008-08-25",18.9
"2008-09-25",88.7
"2008-10-25",29.8
"2008-11-25",156.2
"2008-12-25",76.2
"2009-01-25",10.2
"2009-02-25",21
"2009-03-25",38.8
"2009-04-25",108.2
"2009-05-25",118.7
"2009-06-25",11.1
"2009-07-25",4.9
"2009-08-25",3
"2009-09-25",9.8
"2009-10-25",0
"2009-11-25",24.6
"2009-12-25",18.4
"2010-01-25",0
"2010-02-25",88
"2010-03-25",25.5
"2010-04-25",272.4
"2010-05-25",30.8
"2010-06-25",31.6
"2010-07-25",99
"2010-08-25",39.9
"2010-09-25",25.2
"2010-10-25",148.6
"2010-11-25",149
"2010-12-25",127.1
"2011-01-25",100.9
"2011-02-25",3.5
"2011-03-25",39.5
"2011-04-25",134.7
"2011-05-25",64.4
"2011-06-25",145
"2011-07-25",2.5
"2011-08-25",10.6
"2011-09-25",29
"2011-10-25",186
"2011-11-25",109.8
"2011-12-25",124.9
"2012-01-25",80.5
"2012-02-25",85.7
"2012-03-25",5
"2012-04-25",12
"2012-05-25",17.3
"2012-06-25",0
"2012-07-25",0
"2012-08-25",4.5
"2012-09-25",2
"2012-10-25",10
"2012-11-25",65
"2012-12-25",66
"2013-01-25",22
"2013-02-25",260
"2013-03-25",29
"2013-04-25",31
"2013-05-25",140
"2013-06-25",10
"2013-07-25",49
"2013-08-25",54
"2013-09-25",3
"2013-10-25",30
"2013-11-25",164
"2013-12-25",120
"2014-01-25",150
"2014-02-25",93
"2014-03-25",190
"2014-04-25",5
"2014-05-25",138
"2014-06-25",70
"2014-07-25",0
"2014-08-25",10
"2014-09-25",0
"2014-10-25",15
"2014-11-25",55
"2014-12-25",210
"2015-01-25",0
"2015-02-25",318
"2015-03-25",95
"2015-04-25",90
"2015-05-25",35
"2015-06-25",0
"2015-07-25",0
"2015-08-25",0
"2015-09-25",0
"2015-10-25",0
"2015-11-25",199
"2015-12-25",65
