"X26105190_prec.Date","X26105190_prec.Value"
"1970-01-25",1.1
"1970-02-25",50.8
"1970-03-25",16.1
"1970-04-25",15.8
"1970-05-25",25.8
"1970-06-25",32.7
"1970-07-25",8.9
"1970-08-25",22.3
"1970-09-25",14.6
"1970-10-25",103.9
"1970-11-25",54
"1970-12-25",34.3
"1971-01-25",78
"1971-02-25",55
"1971-03-25",52
"1971-04-25",30
"1971-05-25",117
"1971-06-25",2
"1971-07-25",12
"1971-08-25",32
"1971-09-25",21
"1971-10-25",65
"1971-11-25",58
"1971-12-25",6
"1972-01-25",15
"1972-02-25",48
"1972-03-25",27
"1972-04-25",12
"1972-05-25",37
"1972-06-25",53
"1972-07-25",20
"1972-08-25",8
"1972-09-25",1
"1972-10-25",40
"1972-11-25",30
"1972-12-25",18
"1973-01-25",1
"1973-02-25",40
"1973-03-25",116
"1973-04-25",17
"1973-05-25",39
"1973-06-25",1
"1973-07-25",0
"1973-08-25",13
"1973-09-25",42
"1973-10-25",75
"1973-11-25",74
"1973-12-25",34
"1974-01-25",16
"1974-02-25",161
"1974-03-25",52
"1974-04-25",75
"1974-05-25",63
"1974-06-25",11
"1974-07-25",1
"1974-08-25",23
"1974-09-25",5
"1974-10-25",30
"1974-11-25",68
"1974-12-25",8
"1975-01-25",24
"1975-02-25",63
"1975-03-25",12
"1975-04-25",39
"1975-05-25",59
"1975-06-25",26
"1975-07-25",54
"1975-08-25",0
"1975-09-25",9
"1975-10-25",7
"1975-11-25",35
"1975-12-25",43
"1976-01-25",15
"1976-02-25",23
"1976-03-25",16
"1976-04-25",33
"1976-05-25",35
"1976-06-25",32
"1976-07-25",1
"1976-08-25",1
"1976-09-25",6
"1976-10-25",101
"1976-11-25",52
"1976-12-25",12
"1977-01-25",0
"1977-02-25",1
"1977-03-25",0
"1977-04-25",33
"1977-05-25",64
"1977-06-25",74
"1977-07-25",19
"1977-08-25",59
"1977-09-25",0
"1977-10-25",90
"1977-11-25",50
"1977-12-25",5
"1978-01-25",27
"1978-02-25",64
"1978-03-25",8
"1978-04-25",37
"1978-05-25",54
"1978-06-25",4
"1978-07-25",8
"1978-08-25",11
"1978-09-25",3
"1978-10-25",0
"1978-11-25",25
"1978-12-25",51
"1979-01-25",27
"1979-02-25",64
"1979-03-25",8
"1979-04-25",79
"1979-05-25",54
"1979-06-25",4
"1979-07-25",8
"1979-08-25",11
"1979-09-25",3
"1979-10-25",0
"1979-11-25",25
"1979-12-25",51
"1980-01-25",7
"1980-02-25",27
"1980-03-25",9
"1980-04-25",50
"1980-05-25",57
"1980-06-25",16
"1980-07-25",13
"1980-08-25",8
"1980-09-25",8
"1980-10-25",148
"1980-11-25",36
"1980-12-25",35
"1981-01-25",0
"1981-02-25",8
"1981-03-25",29
"1981-04-25",21
"1981-05-25",23
"1981-06-25",82
"1981-07-25",1
"1981-08-25",47
"1981-09-25",15
"1981-10-25",15
"1981-11-25",28
"1981-12-25",31
"1982-01-25",0
"1982-02-25",0
"1982-03-25",0
"1982-04-25",0
"1982-05-25",0
"1982-06-25",0
"1982-07-25",0
"1982-08-25",0
"1982-09-25",0
"1982-10-25",0
"1982-11-25",0
"1982-12-25",0
"1983-01-25",0
"1983-02-25",20
"1983-03-25",15
"1983-04-25",66
"1983-05-25",26
"1983-06-25",59
"1983-07-25",21
"1983-08-25",4
"1983-09-25",42
"1983-10-25",1
"1983-11-25",10
"1983-12-25",98
"1984-01-25",80
"1984-02-25",95
"1984-03-25",2
"1984-04-25",47
"1984-05-25",26
"1984-06-25",41
"1984-07-25",20
"1984-08-25",43
"1984-09-25",55
"1984-10-25",30
"1984-11-25",39
"1984-12-25",13
"1985-01-25",13
"1985-02-25",4
"1985-03-25",10
"1985-04-25",9
"1985-05-25",13
"1985-06-25",59
"1985-07-25",6
"1985-08-25",17
"1985-09-25",14
"1985-10-25",18
"1985-11-25",11
"1985-12-25",51
"1986-01-25",6
"1986-02-25",4
"1986-03-25",27
"1986-04-25",86
"1986-05-25",14
"1986-06-25",36
"1986-07-25",2
"1986-08-25",0
"1986-09-25",9
"1986-10-25",41
"1986-11-25",30
"1986-12-25",2
