"X54015010_tmin.Date","X54015010_tmin.Value"
"1983-05-25",17.28
"1983-06-25",16.8444444444444
"1983-07-25",16.4
"1983-08-25",16.0222222222222
"1983-09-25",16
"1983-10-25",15.7333333333333
"1983-11-25",16.2
"1983-12-25",15
"1984-01-25",15.3333333333333
"1984-02-25",15.4
"1984-03-25",15.8888888888889
"1984-04-25",16
"1984-05-25",15.9
"1984-06-25",15.45
"1984-07-25",14.7
"1984-08-25",15
"1984-09-25",15.1
"1984-10-25",15.2
"1984-11-25",15.3666666666667
"1984-12-25",NA
"1985-01-25",NA
"1985-02-25",NA
"1985-03-25",NA
"1985-04-25",NA
"1985-05-25",17
"1985-06-25",15.875
"1985-07-25",15.875
"1985-08-25",15.375
"1985-09-25",16.5555555555556
"1985-10-25",16
"1985-11-25",14.8444444444444
"1985-12-25",15.45
"1986-01-25",NA
"1986-02-25",NA
"1986-03-25",NA
"1986-04-25",NA
"1986-05-25",NA
"1986-06-25",NA
"1986-07-25",NA
"1986-08-25",NA
"1986-09-25",NA
"1986-10-25",NA
"1986-11-25",NA
"1986-12-25",NA
"1987-01-25",13.9111111111111
"1987-02-25",14.7333333333333
"1987-03-25",14.9555555555556
"1987-04-25",16.9111111111111
"1987-05-25",16.4
"1987-06-25",16.7777777777778
"1987-07-25",16.2666666666667
"1987-08-25",16.1555555555556
"1987-09-25",16.3777777777778
"1987-10-25",15.6
"1987-11-25",15.5777777777778
"1987-12-25",15.6666666666667
"1988-01-25",17.4444444444444
"1988-02-25",16.3777777777778
"1988-03-25",16.4888888888889
"1988-04-25",16.9333333333333
"1988-05-25",16.3777777777778
"1988-06-25",16.1555555555556
"1988-07-25",15.6444444444444
"1988-08-25",16
"1988-09-25",15.8222222222222
"1988-10-25",15.825
"1988-11-25",15.8666666666667
"1988-12-25",15.3111111111111
"1989-01-25",15.8222222222222
"1989-02-25",15.3
"1989-03-25",15.0857142857143
"1989-04-25",15.8285714285714
"1989-05-25",15.9555555555556
"1989-06-25",16.2
"1989-07-25",15.2444444444444
"1989-08-25",15.5333333333333
"1989-09-25",15.6666666666667
"1989-10-25",15.5111111111111
"1989-11-25",15.2444444444444
"1989-12-25",15.3777777777778
"1990-01-25",15.425
"1990-02-25",15.7111111111111
"1990-03-25",NA
"1990-04-25",NA
"1990-05-25",15.8
"1990-06-25",16.1
"1990-07-25",15.875
"1990-08-25",15.45
"1990-09-25",15.6888888888889
"1990-10-25",15.7777777777778
"1990-11-25",15.825
"1990-12-25",15.3777777777778
