"X21215050_prec.Date","X21215050_prec.Value"
"1970-01-25",6
"1970-02-25",14
"1970-03-25",110.2
"1970-04-25",43
"1970-05-25",23.1
"1970-06-25",31.3
"1970-07-25",21.2
"1970-08-25",11.7
"1970-09-25",6.7
"1970-10-25",106.5
"1970-11-25",62.1
"1970-12-25",5.5
"1971-01-25",69.3
"1971-02-25",18.3
"1971-03-25",4
"1971-04-25",83.1
"1971-05-25",2
"1971-06-25",14.1
"1971-07-25",13
"1971-08-25",77
"1971-09-25",2
"1971-10-25",83.6
"1971-11-25",51.8
"1971-12-25",8.8
"1972-01-25",0
"1972-02-25",51.2
"1972-03-25",38.4
"1972-04-25",0
"1972-05-25",16.4
"1972-06-25",19.5
"1972-07-25",31.3
"1972-08-25",8.7
"1972-09-25",5.4
"1972-10-25",7.4
"1972-11-25",74.7
"1972-12-25",31.5
"1973-01-25",0
"1973-02-25",10.4
"1973-03-25",34.8
"1973-04-25",21
"1973-05-25",102.8
"1973-06-25",100.8
"1973-07-25",125.4
"1973-08-25",44
"1973-09-25",84.2
"1973-10-25",34.1
"1973-11-25",39.2
"1973-12-25",155.1
"1974-01-25",0.3
"1974-02-25",93.3
"1974-03-25",69.1
"1974-04-25",62
"1974-05-25",62.1
"1974-06-25",1.7
"1974-07-25",14.6
"1974-08-25",46.3
"1974-09-25",33.8
"1974-10-25",56.5
"1974-11-25",32.9
"1974-12-25",30.8
"1975-01-25",59.5
"1975-02-25",58.8
"1975-03-25",47.4
"1975-04-25",36.1
"1975-05-25",64.1
"1975-06-25",46.1
"1975-07-25",95.5
"1975-08-25",4.1
"1975-09-25",39
"1975-10-25",34.7
"1975-11-25",99.6
"1975-12-25",97.1
"1976-01-25",7.7
"1976-02-25",16.4
"1976-03-25",33.4
"1976-04-25",25.8
"1976-05-25",40.3
"1976-06-25",65.2
"1976-07-25",14.3
"1976-08-25",20
"1976-09-25",5.6
"1976-10-25",130.5
"1976-11-25",90
"1976-12-25",26.9
"1977-01-25",18
"1977-02-25",37.2
"1977-03-25",5.5
"1977-04-25",147
"1977-05-25",54.3
"1977-06-25",35.7
"1977-07-25",50.9
"1977-08-25",53.5
"1977-09-25",3.9
"1977-10-25",24
"1977-11-25",45.4
"1977-12-25",39.4
"1978-01-25",1.3
"1978-02-25",63.5
"1978-03-25",83.3
"1978-04-25",73.2
"1978-05-25",15
"1978-06-25",55.3
"1978-07-25",17.9
"1978-08-25",69.6
"1978-09-25",56.7
"1978-10-25",50.4
"1978-11-25",62.3
"1978-12-25",75.5
"1979-01-25",12.1
"1979-02-25",5.5
"1979-03-25",49.7
"1979-04-25",103.7
"1979-05-25",40.7
"1979-06-25",96.5
"1979-07-25",71.3
"1979-08-25",18.9
"1979-09-25",18.7
"1979-10-25",76.9
"1979-11-25",99
"1979-12-25",59.5
"1980-01-25",79.4
"1980-02-25",63.9
"1980-03-25",80.5
"1980-04-25",81.1
"1980-05-25",91.6
"1980-06-25",83.2
"1980-07-25",45.1
"1980-08-25",0
"1980-09-25",14.7
"1980-10-25",69.7
