"X26135140_prec.Date","X26135140_prec.Value"
"1994-03-25",10.8
"1994-04-25",28.2
"1994-05-25",32
"1994-06-25",19.6
"1994-07-25",47.2
"1994-08-25",0
"1994-09-25",0
"1994-10-25",0
"1994-11-25",0
"1994-12-25",0
"1995-01-25",0
"1995-02-25",0
"1995-03-25",0
"1995-04-25",15.6
"1995-05-25",65.1
"1995-06-25",33.9
"1995-07-25",0
"1995-08-25",18.7
"1995-09-25",0
"1995-10-25",0
"1995-11-25",0
"1995-12-25",0
"1996-01-25",0
"1996-02-25",25.7
"1996-03-25",49.9
"1996-04-25",20
"1996-05-25",49.7
"1996-06-25",30.2
"1996-07-25",31
"1996-08-25",17.2
"1996-09-25",48.5
"1996-10-25",49.7
"1996-11-25",16.4
"1996-12-25",16.9
"1997-01-25",44
"1997-02-25",33.7
"1997-03-25",58.8
"1997-04-25",59.6
"1997-05-25",60.8
"1997-06-25",47.9
"1997-07-25",45.8
"1997-08-25",6.3
"1997-09-25",54.2
"1997-10-25",111
"1997-11-25",104.5
"1997-12-25",69.4
"1998-01-25",26.9
"1998-02-25",23
"1998-03-25",115.9
"1998-04-25",70.9
"1998-05-25",62.8
"1998-06-25",28.2
"1998-07-25",44.4
"1998-08-25",15.4
"1998-09-25",112.3
"1998-10-25",47.8
"1998-11-25",33.3
"1998-12-25",89.8
"1999-01-25",28.4
"1999-02-25",23.9
"1999-03-25",25.1
"1999-04-25",9.2
"1999-05-25",51.8
"1999-06-25",32.6
"1999-07-25",21.7
"1999-08-25",19.4
"1999-09-25",43.4
"1999-10-25",45.3
"1999-11-25",51.7
"1999-12-25",47.7
"2000-01-25",61.1
"2000-02-25",10.1
"2000-03-25",5
"2000-04-25",23.5
"2000-05-25",40.3
"2000-06-25",14.6
"2000-07-25",58
"2000-08-25",45.7
"2000-09-25",22.1
"2000-10-25",52.2
"2000-11-25",21.4
"2000-12-25",56.8
"2001-01-25",53.8
"2001-02-25",53.4
"2001-03-25",21.7
"2001-04-25",17.1
"2001-05-25",52.9
"2001-06-25",82.2
"2001-07-25",11.4
"2001-08-25",93.1
"2001-09-25",11
"2001-10-25",56
"2001-11-25",92.5
"2001-12-25",17
"2002-01-25",10
"2002-02-25",21.2
"2002-03-25",86.8
"2002-04-25",44.4
"2002-05-25",13.5
"2002-06-25",103.3
"2002-07-25",111
"2002-08-25",13.8
"2002-09-25",101.3
"2002-10-25",112
"2002-11-25",36.2
"2002-12-25",4.6
"2003-01-25",0
"2003-02-25",26.1
"2003-03-25",0
"2003-04-25",45.9
"2003-05-25",15.1
"2003-06-25",41
"2003-07-25",0
"2003-08-25",1.5
"2003-09-25",2
"2003-10-25",57.1
"2003-11-25",25.4
"2003-12-25",46.1
"2004-01-25",22.8
"2004-02-25",0
"2004-03-25",10
"2004-04-25",18.8
"2004-05-25",47.1
"2004-06-25",33.9
"2004-07-25",7.7
"2004-08-25",5.8
"2004-09-25",0
"2004-10-25",0
"2004-11-25",0
"2004-12-25",0
"2005-01-25",0
"2005-02-25",0
"2005-03-25",0
"2005-04-25",0
"2005-05-25",0
"2005-06-25",0
"2005-07-25",0
"2005-08-25",0
"2005-09-25",0
"2005-10-25",0
"2005-11-25",0
"2005-12-25",0
"2006-01-25",0
"2006-02-25",0
"2006-03-25",0
"2006-04-25",0
"2006-05-25",0
"2006-06-25",0
"2006-07-25",0
"2006-08-25",0
"2006-09-25",0
"2006-10-25",0
"2006-11-25",0
"2006-12-25",0
"2007-01-25",0
"2007-02-25",0
"2007-03-25",0
"2007-04-25",0
"2007-05-25",0
"2007-06-25",0
"2007-07-25",0
"2007-08-25",0
"2007-09-25",0
"2007-10-25",0
"2007-11-25",0
"2007-12-25",0
"2008-01-25",0
"2008-02-25",0.2
"2008-03-25",24.9
"2008-04-25",71.2
"2008-05-25",38.5
"2008-06-25",22.1
"2008-07-25",24
"2008-08-25",74.7
"2008-09-25",23.3
"2008-10-25",6.7
"2008-11-25",23.4
"2008-12-25",12.4
"2009-01-25",4.8
"2009-02-25",5.5
"2009-03-25",14.6
"2009-04-25",52.6
"2009-05-25",60.4
"2009-06-25",72.8
"2009-07-25",28.8
"2009-08-25",6.8
"2009-09-25",55.1
"2009-10-25",5.5
"2009-11-25",76
"2009-12-25",11.7
"2010-01-25",0
"2010-02-25",3.3
"2010-03-25",9.8
"2010-04-25",78.7
"2010-05-25",51.9
"2010-06-25",24.2
"2010-07-25",59.5
"2010-08-25",20.7
"2010-09-25",32.3
"2010-10-25",59.8
"2010-11-25",48.4
"2010-12-25",58
"2011-01-25",38.3
"2011-02-25",46.1
"2011-03-25",65.4
"2011-04-25",43.3
"2011-05-25",31.4
"2011-06-25",19.3
"2011-07-25",13.9
"2011-08-25",8.5
"2011-09-25",36.8
"2011-10-25",58.4
"2011-11-25",53.5
"2011-12-25",12
"2012-01-25",24.9
"2012-02-25",24.8
"2012-03-25",31
"2012-04-25",28.3
"2012-05-25",0
"2012-06-25",0
"2012-07-25",6.7
"2012-08-25",26.1
"2012-09-25",1.8
"2012-10-25",16.5
"2012-11-25",23.8
"2012-12-25",1.3
"2013-01-25",0
"2013-02-25",34.2
"2013-03-25",6.1
"2013-04-25",0.4
"2013-05-25",34
"2013-06-25",16.1
"2013-07-25",12.9
"2013-08-25",18.1
"2013-09-25",28.4
"2013-10-25",0.8
"2013-11-25",22.2
"2013-12-25",40.8
"2014-01-25",22.9
"2014-02-25",16.4
"2014-03-25",92.4
"2014-04-25",24.8
"2014-05-25",85.7
"2014-06-25",34.7
"2014-07-25",46.8
"2014-08-25",18.5
"2014-09-25",35.9
"2014-10-25",52
"2014-11-25",20.9
"2014-12-25",63.6
"2015-01-25",6
"2015-02-25",33.6
"2015-03-25",21.3
"2015-04-25",19.5
"2015-05-25",34.1
"2015-06-25",15.5
"2015-07-25",3.1
"2015-08-25",2.5
"2015-09-25",6.4
"2015-10-25",11.2
"2015-11-25",52.8
"2015-12-25",8.2
"2016-01-25",5.6
"2016-02-25",3.4
"2016-03-25",31.3
"2016-04-25",17
"2016-05-25",37.7
"2016-06-25",12.2
"2016-07-25",30.2
