"X22015010_prec.Date","X22015010_prec.Value"
"1987-01-25",36.9
"1987-02-25",18.6
"1987-03-25",44.3
"1987-04-25",121.4
"1987-05-25",119.8
"1987-06-25",55.1
"1987-07-25",147.5
"1987-08-25",78.1
"1987-09-25",119.2
"1987-10-25",144
"1987-11-25",49.5
"1987-12-25",34.9
"1988-01-25",124.4
"1988-02-25",14.3
"1988-03-25",152.2
"1988-04-25",58.2
"1988-05-25",77.4
"1988-06-25",59
"1988-07-25",114.6
"1988-08-25",37.9
"1988-09-25",113
"1988-10-25",101.9
"1988-11-25",143.2
"1988-12-25",58.7
"1989-01-25",125.7
"1989-02-25",39.1
"1989-03-25",143.1
"1989-04-25",137.5
"1989-05-25",144.2
"1989-06-25",66.1
"1989-07-25",126.7
"1989-08-25",1.5
"1989-09-25",123.8
"1989-10-25",139.3
"1989-11-25",144.7
"1989-12-25",48.1
"1990-01-25",105.6
"1990-02-25",123.2
"1990-03-25",140.4
"1990-04-25",119
"1990-05-25",76.3
"1990-06-25",118
"1990-07-25",179.1
"1990-08-25",141.5
"1990-09-25",184.2
"1990-10-25",114.6
"1990-11-25",144.2
"1990-12-25",141.1
"1991-01-25",178
"1991-02-25",164.6
"1991-03-25",146.9
"1991-04-25",129.6
"1991-05-25",64.2
"1991-06-25",123.8
"1991-07-25",139.1
"1991-08-25",138.5
"1991-09-25",6
"1991-10-25",104
"1991-11-25",140.3
"1991-12-25",149.1
"1992-01-25",146.1
"1992-02-25",153.1
"1992-03-25",132.7
"1992-04-25",3
"1992-05-25",27.6
"1992-06-25",52.5
"1992-07-25",124.6
"1992-08-25",112.6
"1992-09-25",86
"1992-10-25",88.3
"1992-11-25",147.3
"1992-12-25",144.3
"1993-01-25",16.9
"1993-02-25",100.4
"1993-03-25",141.7
"1993-04-25",149.6
"1993-05-25",176.2
"1993-06-25",106.2
"1993-07-25",103
"1993-08-25",188
"1993-09-25",136
"1993-10-25",3.1
"1993-11-25",137.7
"1993-12-25",29.2
"1994-01-25",113.2
"1994-02-25",147.1
"1994-03-25",109.6
"1994-04-25",118
"1994-05-25",118.4
"1994-06-25",165.8
"1994-07-25",120.8
"1994-08-25",151.2
"1994-09-25",64.7
"1994-10-25",130.3
"1994-11-25",151.4
"1994-12-25",145.4
"1995-01-25",168.1
"1995-02-25",109.2
"1995-03-25",34
"1995-04-25",182.4
"1995-05-25",154
"1995-06-25",176
"1995-07-25",27.5
"1995-08-25",142.1
"1995-09-25",146.1
"1995-10-25",50.4
"1995-11-25",116
"1995-12-25",142.6
"1996-01-25",30.4
"1996-02-25",164.2
"1996-03-25",151.2
"1996-04-25",148.5
"1996-05-25",147.1
"1996-06-25",114.4
"1996-07-25",141.8
"1996-08-25",47.8
"1996-09-25",13.7
"1996-10-25",21.7
"1996-11-25",33.7
"1996-12-25",10.7
"1997-01-25",122.4
"1997-02-25",175.3
"1997-03-25",138.3
"1997-04-25",157.1
"1997-05-25",152.2
"1997-06-25",181.5
"1997-07-25",144.4
"1997-08-25",153.5
"1997-09-25",144.4
"1997-10-25",134.9
"1997-11-25",146.2
"1997-12-25",157.2
"1998-01-25",196.4
"1998-02-25",185.8
"1998-03-25",152.5
"1998-04-25",155
"1998-05-25",155.1
"1998-06-25",0
"1998-07-25",0
"1998-08-25",0
"1998-09-25",0
"1998-10-25",0
"1998-11-25",0
"1998-12-25",0
"1999-01-25",0
"1999-02-25",0
"1999-03-25",133.8
"1999-04-25",74.8
"1999-05-25",37.2
"1999-06-25",179.5
"1999-07-25",39.7
"1999-08-25",194
"1999-09-25",139.6
"1999-10-25",184.4
"1999-11-25",149.4
"1999-12-25",146.3
"2000-01-25",186.6
"2000-02-25",192
"2000-03-25",142
"2000-04-25",201.4
"2000-05-25",51.1
"2000-06-25",143.5
"2000-07-25",30.6
"2000-08-25",175.2
"2000-09-25",140
"2000-10-25",186
"2000-11-25",145.9
"2000-12-25",144.2
"2001-01-25",123.1
"2001-02-25",138.8
"2001-03-25",144.2
"2001-04-25",24
"2001-05-25",96.6
"2001-06-25",0
"2001-07-25",0
"2001-08-25",0
"2001-09-25",0
"2001-10-25",0
"2001-11-25",0
"2001-12-25",136.4
"2002-01-25",10.5
"2002-02-25",145.7
"2002-03-25",145.6
"2002-04-25",135
"2002-05-25",26
"2002-06-25",69
"2002-07-25",102.3
"2002-08-25",140.1
"2002-09-25",112.8
"2002-10-25",148.8
"2002-11-25",99.7
"2002-12-25",9.7
"2003-01-25",83.7
"2003-02-25",115.8
"2003-03-25",82.2
"2003-04-25",146.6
"2003-05-25",145.3
"2003-06-25",0
"2003-07-25",0
"2003-08-25",146
"2003-09-25",121
"2003-10-25",145.1
"2003-11-25",115.9
"2003-12-25",16.8
"2004-01-25",47.3
"2004-02-25",115.5
"2004-03-25",130.6
"2004-04-25",44
"2004-05-25",57.5
"2004-06-25",48.2
"2004-07-25",97.2
"2004-08-25",125.4
"2004-09-25",142.4
"2004-10-25",78.2
"2004-11-25",146.5
"2004-12-25",37.6
"2005-01-25",146.9
"2005-02-25",150.7
"2005-03-25",159.3
