"X21155040_tmin.Date","X21155040_tmin.Value"
"1978-01-25",17.5444444444444
"1978-02-25",17.3333333333333
"1978-03-25",17.2777777777778
"1978-04-25",18.3888888888889
"1978-05-25",16.9444444444444
"1978-06-25",15.8571428571429
"1978-07-25",18.0625
"1978-08-25",17.2777777777778
"1978-09-25",17
"1978-10-25",17.6666666666667
"1978-11-25",18.2777777777778
"1978-12-25",17.0555555555556
"1979-01-25",NA
"1979-02-25",NA
"1979-03-25",NA
"1979-04-25",18.5
"1979-05-25",18.5555555555556
"1979-06-25",17.4375
"1979-07-25",NA
"1979-08-25",NA
"1979-09-25",17.6666666666667
"1979-10-25",18.9444444444444
"1979-11-25",18.125
"1979-12-25",19
"1980-01-25",18.5
"1980-02-25",18
"1980-03-25",18.7
"1980-04-25",18.5833333333333
"1980-05-25",18.4285714285714
"1980-06-25",18.0833333333333
"1980-07-25",18.0555555555556
"1980-08-25",17.75
"1980-09-25",17.1666666666667
"1980-10-25",17.5
"1980-11-25",17.1111111111111
"1980-12-25",17.6428571428571
"1981-01-25",17.5625
"1981-02-25",17.9444444444444
"1981-03-25",18.0555555555556
"1981-04-25",18.3888888888889
"1981-05-25",17.0555555555556
"1981-06-25",18.1111111111111
"1981-07-25",17.5833333333333
"1981-08-25",18.2111111111111
"1981-09-25",17.8111111111111
"1981-10-25",NA
"1981-11-25",NA
"1981-12-25",17.96
"1982-01-25",17.3571428571429
"1982-02-25",18.1875
"1982-03-25",18.2
"1982-04-25",NA
"1982-05-25",18
"1982-06-25",18.3375
"1982-07-25",17.9444444444444
"1982-08-25",18.3571428571429
"1982-09-25",NA
"1982-10-25",NA
"1982-11-25",18.2875
"1982-12-25",18.0666666666667
"1983-01-25",18.875
"1983-02-25",18.7777777777778
"1983-03-25",19.1666666666667
"1983-04-25",19.1111111111111
"1983-05-25",19.14
"1983-06-25",18.3571428571429
"1983-07-25",18.0833333333333
"1983-08-25",18
"1983-09-25",18.3125
"1983-10-25",19
"1983-11-25",18.25
"1983-12-25",16.8333333333333
"1984-01-25",17.0714285714286
"1984-02-25",17.4166666666667
"1984-03-25",17.8888888888889
"1984-04-25",17.1
"1984-05-25",18.0555555555556
"1984-06-25",17.3125
"1984-07-25",17.0555555555556
"1984-08-25",17.8444444444444
"1984-09-25",18.125
"1984-10-25",17.5
"1984-11-25",16.8571428571429
"1984-12-25",17.6111111111111
