"X54015010_prec.Date","X54015010_prec.Value"
"1973-09-25",0.2
"1973-10-25",109.3
"1973-11-25",93
"1973-12-25",149.2
"1974-01-25",15.7
"1974-02-25",73.6
"1974-03-25",34.3
"1974-04-25",39.1
"1974-05-25",43.3
"1974-06-25",0
"1974-07-25",23.1
"1974-08-25",54.8
"1974-09-25",26.7
"1974-10-25",101
"1974-11-25",68.6
"1974-12-25",12.5
"1975-01-25",45
"1975-02-25",68
"1975-03-25",28.5
"1975-04-25",0
"1975-05-25",0
"1975-06-25",0
"1975-07-25",0
"1975-08-25",67.4
"1975-09-25",40.1
"1975-10-25",56
"1975-11-25",154.6
"1975-12-25",120.6
"1976-01-25",16.1
"1976-02-25",24.6
"1976-03-25",23.9
"1976-04-25",59.5
"1976-05-25",43.5
"1976-06-25",46.1
"1976-07-25",17.6
"1976-08-25",20.1
"1976-09-25",18.6
"1976-10-25",68.9
"1976-11-25",96.1
"1976-12-25",0
"1977-01-25",0
"1977-02-25",0
"1977-03-25",0
"1977-04-25",0
"1977-05-25",0
"1977-06-25",80.3
"1977-07-25",82.2
"1977-08-25",110.7
"1977-09-25",19
"1977-10-25",87.2
"1977-11-25",64.5
"1977-12-25",24.4
"1978-01-25",31.3
"1978-02-25",26.1
"1978-03-25",80.2
"1978-04-25",42.3
"1978-05-25",81.3
"1978-06-25",63.8
"1978-07-25",21.2
"1978-08-25",81.4
"1978-09-25",63.5
"1978-10-25",0
"1978-11-25",0
"1978-12-25",71.7
"1979-01-25",16.4
"1979-02-25",15
"1979-03-25",39.2
"1979-04-25",8.4
"1979-05-25",17.2
"1979-06-25",195.8
"1979-07-25",27.9
"1979-08-25",15.1
"1979-09-25",17.8
"1979-10-25",77.3
"1979-11-25",81.8
"1979-12-25",18.8
"1980-01-25",11.8
"1980-02-25",54.7
"1980-03-25",13.6
"1980-04-25",44.7
"1980-05-25",57.3
"1980-06-25",0
"1980-07-25",0
"1980-08-25",1.2
"1980-09-25",0
"1980-10-25",93.3
"1980-11-25",79.1
"1980-12-25",20.2
"1981-01-25",16.8
"1981-02-25",22.2
"1981-03-25",64.4
"1981-04-25",43.5
"1981-05-25",125
"1981-06-25",117.7
"1981-07-25",41.2
"1981-08-25",67.1
"1981-09-25",56
"1981-10-25",59.3
"1981-11-25",49
"1981-12-25",25.4
"1982-01-25",212.3
"1982-02-25",27.9
"1982-03-25",53.3
"1982-04-25",69.6
"1982-05-25",65.5
"1982-06-25",0
"1982-07-25",0
"1982-08-25",0
"1982-09-25",38.7
"1982-10-25",63.4
"1982-11-25",61.1
"1982-12-25",51.6
"1983-01-25",64.4
"1983-02-25",0
"1983-03-25",0
"1983-04-25",0
"1983-05-25",97.7
"1983-06-25",170.3
"1983-07-25",206.6
"1983-08-25",36.9
"1983-09-25",144
"1983-10-25",141.6
"1983-11-25",145.8
"1983-12-25",208.9
"1984-01-25",82.7
"1984-02-25",48.9
"1984-03-25",161.9
"1984-04-25",137.5
"1984-05-25",57.3
"1984-06-25",111.2
"1984-07-25",46.3
"1984-08-25",119.4
"1984-09-25",162.6
"1984-10-25",196.2
"1984-11-25",147.5
"1984-12-25",9
"1985-01-25",49.4
"1985-02-25",0
"1985-03-25",0
"1985-04-25",29.3
"1985-05-25",22.5
"1985-06-25",70.5
"1985-07-25",127
"1985-08-25",149.2
"1985-09-25",149
"1985-10-25",59
"1985-11-25",155.1
"1985-12-25",176.8
"1986-01-25",22
"1986-02-25",25.2
"1986-03-25",27.3
"1986-04-25",75
"1986-05-25",63
"1986-06-25",23.3
"1986-07-25",4.1
"1986-08-25",13.5
"1986-09-25",7
"1986-10-25",76
"1986-11-25",49
"1986-12-25",10
"1987-01-25",183.4
"1987-02-25",163.6
"1987-03-25",209.8
"1987-04-25",175
"1987-05-25",195.8
"1987-06-25",151
"1987-07-25",205.8
"1987-08-25",145.4
"1987-09-25",202
"1987-10-25",167
"1987-11-25",168.7
"1987-12-25",47
"1988-01-25",157
"1988-02-25",202.8
"1988-03-25",167.7
"1988-04-25",78
"1988-05-25",147.4
"1988-06-25",145.4
"1988-07-25",79
"1988-08-25",202.8
"1988-09-25",60
"1988-10-25",147.2
"1988-11-25",163.2
"1988-12-25",154.3
"1989-01-25",167.4
"1989-02-25",38.3
"1989-03-25",162.4
"1989-04-25",38
"1989-05-25",189.4
"1989-06-25",145.8
"1989-07-25",137.2
"1989-08-25",139.8
"1989-09-25",162.8
"1989-10-25",163
"1989-11-25",36
"1989-12-25",163.6
"1990-01-25",123.4
"1990-02-25",141.4
"1990-03-25",34
"1990-04-25",15
"1990-05-25",38
"1990-06-25",27.8
"1990-07-25",209.2
"1990-08-25",123.6
"1990-09-25",37.7
"1990-10-25",205
"1990-11-25",145.6
"1990-12-25",98
"1991-01-25",149.9
"1991-02-25",40
"1991-03-25",211.6
"1991-04-25",158.9
"1991-05-25",143
"1991-06-25",0
"1991-07-25",118.8
"1991-08-25",168.8
"1991-09-25",123.5
"1991-10-25",92.8
"1991-11-25",23
"1991-12-25",28
"1992-01-25",0
"1992-02-25",0
"1992-03-25",0
"1992-04-25",178.5
"1992-05-25",201.1
"1992-06-25",122.2
"1992-07-25",195.4
"1992-08-25",198
"1992-09-25",141.4
"1992-10-25",60
"1992-11-25",197.4
"1992-12-25",185.4
"1993-01-25",141.2
"1993-02-25",149.2
"1993-03-25",145.2
"1993-04-25",174.8
"1993-05-25",204.4
"1993-06-25",178.9
"1993-07-25",28.4
"1993-08-25",31
"1993-09-25",80.6
"1993-10-25",198.6
"1993-11-25",143.6
"1993-12-25",49.8
"1994-01-25",55.2
"1994-02-25",45.3
"1994-03-25",72.6
"1994-04-25",58
"1994-05-25",29.5
"1994-06-25",70.9
"1994-07-25",59.8
"1994-08-25",95.2
"1994-09-25",168.4
"1994-10-25",107.6
"1994-11-25",119.4
"1994-12-25",145.8
"1995-01-25",167.8
"1995-02-25",202.4
"1995-03-25",20
"1995-04-25",202.4
"1995-05-25",68.4
"1995-06-25",42.4
"1995-07-25",166.2
"1995-08-25",52.6
"1995-09-25",202.6
"1995-10-25",170.5
"1995-11-25",194.2
"1995-12-25",192
"1996-01-25",17.2
"1996-02-25",158.5
"1996-03-25",97
"1996-04-25",167.9
"1996-05-25",206.6
"1996-06-25",143.6
"1996-07-25",140.2
"1996-08-25",172.4
"1996-09-25",21
"1996-10-25",170.2
"1996-11-25",57.5
"1996-12-25",159.8
"1997-01-25",143.6
"1997-02-25",52.8
"1997-03-25",133.8
"1997-04-25",29.4
"1997-05-25",160.4
"1997-06-25",171.7
"1997-07-25",174.1
"1997-08-25",152.6
"1997-09-25",146
"1997-10-25",175.8
"1997-11-25",154.4
"1997-12-25",147.6
"1998-01-25",222
"1998-02-25",162.8
"1998-03-25",213.4
"1998-04-25",35.6
"1998-05-25",203.2
"1998-06-25",152
"1998-07-25",167.2
"1998-08-25",166.6
"1998-09-25",37
"1998-10-25",200.8
"1998-11-25",95.9
"1998-12-25",155.5
"1999-01-25",161.3
"1999-02-25",150.2
"1999-03-25",160.3
"1999-04-25",60.3
"1999-05-25",77.1
