"X26070160_prec.Date","X26070160_prec.Value"
"1970-01-25",0
"1970-02-25",42
"1970-03-25",57
"1970-04-25",45
"1970-05-25",19
"1970-06-25",51
"1970-07-25",0
"1970-08-25",0
"1970-09-25",14.5
"1970-10-25",75
"1970-11-25",10
"1970-12-25",13
"1971-01-25",31
"1971-02-25",44
"1971-03-25",136.5
"1971-04-25",43
"1971-05-25",66
"1971-06-25",38
"1971-07-25",5
"1971-08-25",14
"1971-09-25",65.5
"1971-10-25",76.5
"1971-11-25",53.5
"1971-12-25",18.5
"1972-01-25",1
"1972-02-25",58
"1972-03-25",86.5
"1972-04-25",13
"1972-05-25",19
"1972-06-25",0.5
"1972-07-25",16.5
"1972-08-25",0
"1972-09-25",0
"1972-10-25",7
"1972-11-25",42
"1972-12-25",28
