"X26055050_tmin.Date","X26055050_tmin.Value"
"1979-04-25",19.6222222222222
"1979-05-25",NA
"1979-06-25",18.6666666666667
"1979-07-25",NA
"1979-08-25",NA
"1979-09-25",17.8625
"1979-10-25",NA
"1979-11-25",NA
"1979-12-25",NA
"1980-01-25",18.825
"1980-02-25",18.9
"1980-03-25",18.1555555555556
"1980-04-25",NA
"1980-05-25",NA
"1980-06-25",NA
"1980-07-25",NA
"1980-08-25",NA
"1980-09-25",NA
"1980-10-25",NA
"1980-11-25",NA
"1980-12-25",NA
"1981-01-25",NA
"1981-02-25",NA
"1981-03-25",18.8
"1981-04-25",18.8
"1981-05-25",18.0444444444444
"1981-06-25",19.2666666666667
"1981-07-25",NA
"1981-08-25",NA
"1981-09-25",17.9333333333333
"1981-10-25",18.45
"1981-11-25",NA
"1981-12-25",NA
"1982-01-25",NA
"1982-02-25",18.9777777777778
"1982-03-25",19.0222222222222
"1982-04-25",19.0666666666667
"1982-05-25",NA
"1982-06-25",NA
"1982-07-25",18.6
"1982-08-25",17.5111111111111
"1982-09-25",19.0444444444444
"1982-10-25",17.7333333333333
"1982-11-25",18.1111111111111
"1982-12-25",19.4
"1983-01-25",19.3
"1983-02-25",20.3555555555556
"1983-03-25",20.4222222222222
"1983-04-25",18.9777777777778
"1983-05-25",19.9111111111111
"1983-06-25",19.4666666666667
"1983-07-25",18.7555555555556
"1983-08-25",17.5777777777778
"1983-09-25",18.8
"1983-10-25",18.625
"1983-11-25",18.8888888888889
"1983-12-25",17.975
"1984-01-25",18.2666666666667
"1984-02-25",18.2888888888889
"1984-03-25",18.9111111111111
"1984-04-25",18.5777777777778
"1984-05-25",17.9111111111111
"1984-06-25",18.2444444444444
"1984-07-25",16.8222222222222
"1984-08-25",18.2666666666667
"1984-09-25",17.0888888888889
"1984-10-25",18.2666666666667
"1984-11-25",17.4444444444444
"1984-12-25",19.1333333333333
"1985-01-25",18.9555555555556
"1985-02-25",17.6888888888889
"1985-03-25",18.9333333333333
"1985-04-25",18.6444444444444
"1985-05-25",18.3555555555556
"1985-06-25",18.5111111111111
"1985-07-25",17.0222222222222
"1985-08-25",17.3555555555556
"1985-09-25",18.0222222222222
"1985-10-25",18.7111111111111
"1985-11-25",17.3333333333333
"1985-12-25",17.7111111111111
"1986-01-25",18
"1986-02-25",18.45
"1986-03-25",19.1333333333333
"1986-04-25",19.3333333333333
"1986-05-25",19.6
"1986-06-25",17.775
"1986-07-25",18.5111111111111
"1986-08-25",17.9
"1986-09-25",17.6666666666667
"1986-10-25",17.6
"1986-11-25",17.6888888888889
"1986-12-25",19
"1987-01-25",17.7111111111111
"1987-02-25",17.9777777777778
"1987-03-25",16.8888888888889
"1987-04-25",17.8444444444444
"1987-05-25",18.3555555555556
"1987-06-25",18.6111111111111
"1987-07-25",18.0857142857143
"1987-08-25",18.15
"1987-09-25",18.45
"1987-10-25",18.6
"1987-11-25",18.58
"1987-12-25",18.5833333333333
"1988-01-25",NA
"1988-02-25",NA
"1988-03-25",NA
"1988-04-25",NA
"1988-05-25",NA
"1988-06-25",NA
"1988-07-25",NA
"1988-08-25",NA
"1988-09-25",NA
"1988-10-25",NA
"1988-11-25",NA
"1988-12-25",NA
"1989-01-25",NA
"1989-02-25",NA
"1989-03-25",NA
"1989-04-25",NA
"1989-05-25",NA
"1989-06-25",NA
"1989-07-25",NA
"1989-08-25",NA
"1989-09-25",NA
"1989-10-25",NA
"1989-11-25",NA
"1989-12-25",NA
"1990-01-25",NA
"1990-02-25",NA
"1990-03-25",NA
"1990-04-25",NA
"1990-05-25",NA
"1990-06-25",19.4571428571429
"1990-07-25",17.975
"1990-08-25",17.4666666666667
"1990-09-25",18.6571428571429
"1990-10-25",18.4285714285714
"1990-11-25",19.0666666666667
"1990-12-25",19.05
"1991-01-25",19.6857142857143
"1991-02-25",19.1333333333333
"1991-03-25",19.1428571428571
"1991-04-25",19.375
"1991-05-25",19.55
"1991-06-25",NA
"1991-07-25",NA
"1991-08-25",17.9333333333333
"1991-09-25",18.3555555555556
"1991-10-25",18.3777777777778
"1991-11-25",18.4444444444444
"1991-12-25",18.5555555555556
"1992-01-25",19.2666666666667
"1992-02-25",19.4888888888889
"1992-03-25",19.2444444444444
"1992-04-25",19.4222222222222
"1992-05-25",19.3555555555556
"1992-06-25",19.5111111111111
"1992-07-25",18.3555555555556
"1992-08-25",18.1777777777778
