"X21215070_prec.Date","X21215070_prec.Value"
"1970-01-25",41.4
"1970-02-25",52.5
"1970-03-25",74.4
"1970-04-25",66.2
"1970-05-25",70.6
"1970-06-25",34.1
"1970-07-25",100.7
"1970-08-25",31.2
"1970-09-25",85.3
"1970-10-25",181
"1970-11-25",111.6
"1970-12-25",89
"1971-01-25",62.3
"1971-02-25",76.9
"1971-03-25",25.9
"1971-04-25",41.6
"1971-05-25",90.9
"1971-06-25",103.6
"1971-07-25",59.4
"1971-08-25",46.9
"1971-09-25",64
"1971-10-25",84.3
"1971-11-25",89.5
"1971-12-25",7.7
"1972-01-25",21.8
"1972-02-25",63.7
"1972-03-25",53.6
"1972-04-25",10
"1972-05-25",158.3
"1972-06-25",17.1
"1972-07-25",54.3
"1972-08-25",2.7
"1972-09-25",0
"1972-10-25",47.8
"1972-11-25",118.4
"1972-12-25",14.6
"1973-01-25",1.6
"1973-02-25",21
"1973-03-25",62.9
"1973-04-25",34.3
"1973-05-25",66.9
"1973-06-25",83
"1973-07-25",36.8
"1973-08-25",118.4
"1973-09-25",72.9
"1973-10-25",140.5
"1973-11-25",122.6
"1973-12-25",58.9
"1974-01-25",61.9
"1974-02-25",55.6
"1974-03-25",66.3
"1974-04-25",203.6
"1974-05-25",84.6
"1974-06-25",7
"1974-07-25",1.8
"1974-08-25",10.9
"1974-09-25",26
"1974-10-25",124.3
"1974-11-25",78.2
"1974-12-25",78.3
"1975-01-25",23.5
"1975-02-25",76.3
"1975-03-25",86.1
"1975-04-25",43.5
"1975-05-25",88.6
"1975-06-25",101.3
"1975-07-25",88.4
"1975-08-25",1
"1975-09-25",61.6
"1975-10-25",147.5
"1975-11-25",108.1
"1975-12-25",35.9
"1976-01-25",50.4
"1976-02-25",12.6
"1976-03-25",19
"1976-04-25",56.7
"1976-05-25",88.9
"1976-06-25",102.6
"1976-07-25",1.2
"1976-08-25",2.6
"1976-09-25",7
"1976-10-25",99.9
"1976-11-25",78.1
"1976-12-25",124.5
"1977-01-25",3.7
"1977-02-25",27.6
"1977-03-25",3.9
"1977-04-25",17.3
"1977-05-25",25.8
"1977-06-25",44.6
"1977-07-25",36.9
"1977-08-25",24.7
"1977-09-25",3.4
"1977-10-25",30
"1977-11-25",129.3
"1977-12-25",15.7
"1978-01-25",10.5
"1978-02-25",28.4
"1978-03-25",47.3
"1978-04-25",44
"1978-05-25",69.2
"1978-06-25",13.7
"1978-07-25",32.6
"1978-08-25",9.7
"1978-09-25",33.7
"1978-10-25",31.7
"1978-11-25",30.3
"1978-12-25",60.5
"1979-01-25",26
"1979-02-25",0.1
"1979-03-25",21.1
"1979-04-25",107.2
"1979-05-25",21.5
"1979-06-25",51.6
"1979-07-25",0
"1979-08-25",1
"1979-09-25",67.3
"1979-10-25",21.7
