"X53115030_tmin.Date","X53115030_tmin.Value"
"1989-01-25",16.9
"1989-02-25",16.2666666666667
"1989-03-25",17.1666666666667
"1989-04-25",16.2222222222222
"1989-05-25",16.7333333333333
"1989-06-25",16.8888888888889
"1989-07-25",15.5111111111111
"1989-08-25",16.2777777777778
"1989-09-25",16.6111111111111
"1989-10-25",16.0555555555556
"1989-11-25",15.7
"1989-12-25",16.3666666666667
"1990-01-25",NA
"1990-02-25",NA
"1990-03-25",NA
"1990-04-25",NA
"1990-05-25",NA
"1990-06-25",NA
"1990-07-25",NA
"1990-08-25",NA
"1990-09-25",NA
"1990-10-25",NA
"1990-11-25",NA
"1990-12-25",NA
"1991-01-25",NA
"1991-02-25",NA
"1991-03-25",NA
"1991-04-25",NA
"1991-05-25",NA
"1991-06-25",NA
"1991-07-25",NA
"1991-08-25",NA
"1991-09-25",NA
"1991-10-25",NA
"1991-11-25",NA
"1991-12-25",NA
"1992-01-25",16.7111111111111
"1992-02-25",16.4111111111111
"1992-03-25",17.6222222222222
"1992-04-25",17
"1992-05-25",16.4
"1992-06-25",16.7
"1992-07-25",15.8222222222222
"1992-08-25",16.1888888888889
"1992-09-25",17.0111111111111
"1992-10-25",16.6222222222222
"1992-11-25",16.1777777777778
"1992-12-25",16.8111111111111
