"X23025030_tmax.Date","X23025030_tmax.Value"
"1984-01-25",23.6666666666667
"1984-02-25",24.5444444444444
"1984-03-25",24.8222222222222
"1984-04-25",24.9333333333333
"1984-05-25",25.9666666666667
"1984-06-25",22.8888888888889
"1984-07-25",22.9444444444444
"1984-08-25",24.7777777777778
"1984-09-25",24.7333333333333
"1984-10-25",24.1444444444444
"1984-11-25",22.3333333333333
"1984-12-25",25.2444444444444
"1985-01-25",23.2222222222222
"1985-02-25",25.8444444444444
"1985-03-25",25.7111111111111
"1985-04-25",23.6666666666667
"1985-05-25",23.5444444444444
"1985-06-25",22.7666666666667
"1985-07-25",25.1222222222222
"1985-08-25",23.3888888888889
"1985-09-25",24.4333333333333
"1985-10-25",22.5222222222222
"1985-11-25",22.4
"1985-12-25",21.8888888888889
"1986-01-25",23.2777777777778
"1986-02-25",23.1111111111111
"1986-03-25",22.4555555555556
"1986-04-25",23.1
"1986-05-25",23.1777777777778
"1986-06-25",22.4888888888889
"1986-07-25",24.0666666666667
"1986-08-25",26.2333333333333
"1986-09-25",24.4111111111111
"1986-10-25",22.7555555555556
"1986-11-25",21.8222222222222
"1986-12-25",22.3666666666667
"1987-01-25",21.3777777777778
"1987-02-25",25.0222222222222
"1987-03-25",23.2111111111111
"1987-04-25",23.1666666666667
"1987-05-25",22.5111111111111
"1987-06-25",24.4888888888889
"1987-07-25",25.5
"1987-08-25",22.9111111111111
"1987-09-25",24.0222222222222
"1987-10-25",22.1777777777778
"1987-11-25",23.9888888888889
"1987-12-25",22.1555555555556
"1988-01-25",23.5555555555556
"1988-02-25",24.8875
"1988-03-25",25.3
"1988-04-25",23.3777777777778
"1988-05-25",24.3111111111111
"1988-06-25",23.3111111111111
"1988-07-25",21.3333333333333
"1988-08-25",23.4333333333333
"1988-09-25",22.5333333333333
"1988-10-25",22.6333333333333
"1988-11-25",24
"1988-12-25",22.7555555555556
"1989-01-25",23.0111111111111
"1989-02-25",23.3666666666667
"1989-03-25",22.8888888888889
"1989-04-25",23.8222222222222
"1989-05-25",24.2888888888889
"1989-06-25",24.2777777777778
"1989-07-25",24.5111111111111
"1989-08-25",25.8333333333333
"1989-09-25",23.7333333333333
"1989-10-25",23.2111111111111
"1989-11-25",22.6
"1989-12-25",22.4555555555556
"1990-01-25",23.1444444444444
"1990-02-25",23.4888888888889
"1990-03-25",24.3111111111111
"1990-04-25",24.0555555555556
"1990-05-25",23.7111111111111
"1990-06-25",25.4222222222222
"1990-07-25",25.5555555555556
"1990-08-25",26.7111111111111
"1990-09-25",25.8444444444444
"1990-10-25",23.8
"1990-11-25",24
"1990-12-25",23.3444444444444
"1991-01-25",NA
"1991-02-25",NA
"1991-03-25",NA
"1991-04-25",NA
"1991-05-25",NA
"1991-06-25",NA
"1991-07-25",NA
"1991-08-25",NA
"1991-09-25",NA
"1991-10-25",NA
"1991-11-25",NA
"1991-12-25",NA
"1992-01-25",24.4666666666667
"1992-02-25",24.5222222222222
"1992-03-25",26.3222222222222
"1992-04-25",25.1555555555556
"1992-05-25",24.6888888888889
"1992-06-25",24.8555555555556
"1992-07-25",25.7555555555556
"1992-08-25",26.0888888888889
"1992-09-25",25.6
"1992-10-25",24.3777777777778
"1992-11-25",25.4666666666667
"1992-12-25",24.2444444444444
"1993-01-25",23.6888888888889
"1993-02-25",23.3111111111111
"1993-03-25",23.1888888888889
"1993-04-25",23.6
"1993-05-25",23.9333333333333
"1993-06-25",25.8777777777778
"1993-07-25",24.9444444444444
"1993-08-25",25.6222222222222
"1993-09-25",23.3666666666667
"1993-10-25",24.6222222222222
"1993-11-25",22.6333333333333
"1993-12-25",23.4777777777778
"1994-01-25",22.9222222222222
"1994-02-25",22.5444444444444
"1994-03-25",22.9777777777778
"1994-04-25",23.5222222222222
"1994-05-25",23.9222222222222
"1994-06-25",23.8666666666667
"1994-07-25",23.7555555555556
"1994-08-25",25.8555555555556
"1994-09-25",26.0444444444444
"1994-10-25",22.6222222222222
"1994-11-25",22.9666666666667
"1994-12-25",22.8444444444444
