"X26145020_prec.Date","X26145020_prec.Value"
"1970-01-25",15.7
"1970-02-25",0
"1970-03-25",28.9
"1970-04-25",85
"1970-05-25",0
"1970-06-25",0
"1970-07-25",0
"1970-08-25",89
"1970-09-25",26.1
"1970-10-25",84.1
"1970-11-25",59
"1970-12-25",26
"1971-01-25",63
"1971-02-25",155
"1971-03-25",72
"1971-04-25",0
"1971-05-25",110
"1971-06-25",64
"1971-07-25",7.8
"1971-08-25",10.7
"1971-09-25",5.3
"1971-10-25",79
"1971-11-25",131
"1971-12-25",10
"1972-01-25",85
"1972-02-25",16.6
"1972-03-25",28.7
"1972-04-25",11.6
"1972-05-25",58.2
"1972-06-25",20
"1972-07-25",45
"1972-08-25",8.8
"1972-09-25",0.8
"1972-10-25",36.1
"1972-11-25",53.2
"1972-12-25",24.9
"1973-01-25",0
"1973-02-25",27.4
"1973-03-25",24
"1973-04-25",104.3
"1973-05-25",0
"1973-06-25",0
"1973-07-25",0
"1973-08-25",16.8
"1973-09-25",66.8
"1973-10-25",108.1
"1973-11-25",0
"1973-12-25",40.5
"1974-01-25",10.2
"1974-02-25",69.2
"1974-03-25",73.3
"1974-04-25",163.5
"1974-05-25",115.9
"1974-06-25",8.3
"1974-07-25",16.1
"1974-08-25",19.1
"1974-09-25",44.6
"1974-10-25",147.3
"1974-11-25",66.8
"1974-12-25",27.4
"1975-01-25",41.2
"1975-02-25",127.9
"1975-03-25",26.5
"1975-04-25",29.1
"1975-05-25",81.7
"1975-06-25",20.2
"1975-07-25",93.6
"1975-08-25",29.2
"1975-09-25",52.9
"1975-10-25",27.3
"1975-11-25",78.6
"1975-12-25",84.5
"1976-01-25",24.9
"1976-02-25",37.5
"1976-03-25",44
"1976-04-25",65.4
"1976-05-25",37.1
"1976-06-25",25.8
"1976-07-25",18.9
"1976-08-25",1.9
"1976-09-25",0
"1976-10-25",71.5
"1976-11-25",46.4
"1976-12-25",30.5
"1977-01-25",0
"1977-02-25",23.7
"1977-03-25",12
"1977-04-25",13
"1977-05-25",71.3
"1977-06-25",37.9
"1977-07-25",33.2
"1977-08-25",30
"1977-09-25",60
"1977-10-25",93.4
"1977-11-25",71.1
"1977-12-25",32.4
"1978-01-25",18.6
"1978-02-25",34.5
"1978-03-25",49.2
"1978-04-25",64.4
"1978-05-25",130.4
"1978-06-25",54.3
"1978-07-25",33
"1978-08-25",27.7
"1978-09-25",17.4
"1978-10-25",26.7
"1978-11-25",33.7
"1978-12-25",147.5
"1979-01-25",0
"1979-02-25",0
"1979-03-25",69.4
"1979-04-25",11.4
"1979-05-25",26.4
"1979-06-25",159.8
"1979-07-25",4.4
"1979-08-25",4.7
"1979-09-25",59
"1979-10-25",109.2
"1979-11-25",12.4
"1979-12-25",27.1
"1980-01-25",10.8
"1980-02-25",66.9
"1980-03-25",0
"1980-04-25",0
"1980-05-25",0
"1980-06-25",16.8
"1980-07-25",23.8
"1980-08-25",0
"1980-09-25",39
"1980-10-25",50
"1980-11-25",0
"1980-12-25",154.3
"1981-01-25",4.2
"1981-02-25",7
"1981-03-25",35
"1981-04-25",69.7
"1981-05-25",180.2
"1981-06-25",150.7
"1981-07-25",165
"1981-08-25",118.2
"1981-09-25",78.4
"1981-10-25",14.7
"1981-11-25",149.9
"1981-12-25",9.9
"1982-01-25",144.1
"1982-02-25",146
"1982-03-25",190.8
"1982-04-25",130.8
"1982-05-25",188.6
"1982-06-25",187.6
"1982-07-25",120.4
"1982-08-25",194.2
"1982-09-25",122.5
"1982-10-25",148
"1982-11-25",122.8
"1982-12-25",150
"1983-01-25",114.4
"1983-02-25",153.1
"1983-03-25",116.6
"1983-04-25",186.4
"1983-05-25",120.7
"1983-06-25",73.2
"1983-07-25",189
"1983-08-25",153.3
"1983-09-25",124.2
"1983-10-25",193.2
"1983-11-25",124.6
"1983-12-25",145.7
"1984-01-25",0
"1984-02-25",0
"1984-03-25",73.6
"1984-04-25",134.9
"1984-05-25",151.3
"1984-06-25",127.6
"1984-07-25",51.9
"1984-08-25",117
"1984-09-25",114.2
"1984-10-25",40.6
"1984-11-25",81
"1984-12-25",3.8
"1985-01-25",97.9
"1985-02-25",192
"1985-03-25",142.8
"1985-04-25",94
"1985-05-25",35.8
"1985-06-25",31.1
"1985-07-25",147.2
"1985-08-25",114
"1985-09-25",85
"1985-10-25",18.5
"1985-11-25",145.5
"1985-12-25",7.2
"1986-01-25",149.1
"1986-02-25",144.3
"1986-03-25",40.7
"1986-04-25",121.6
"1986-05-25",157.7
"1986-06-25",123.6
"1986-07-25",157.2
"1986-08-25",112.8
"1986-09-25",111.4
"1986-10-25",119
"1986-11-25",110.4
"1986-12-25",155.8
"1987-01-25",192.2
"1987-02-25",216.6
"1987-03-25",154.1
"1987-04-25",84.4
"1987-05-25",191
"1987-06-25",127.2
"1987-07-25",204
"1987-08-25",152.9
"1987-09-25",96.6
"1987-10-25",132
"1987-11-25",18
"1987-12-25",50
"1988-01-25",163.3
"1988-02-25",156.7
"1988-03-25",153
"1988-04-25",116.4
"1988-05-25",111.3
"1988-06-25",117.7
"1988-07-25",107.4
"1988-08-25",192.8
"1988-09-25",106.6
"1988-10-25",179.2
"1988-11-25",67
"1988-12-25",46.3
"1989-01-25",26.8
"1989-02-25",134.6
"1989-03-25",34.6
"1989-04-25",189.8
"1989-05-25",152.4
"1989-06-25",150.8
"1989-07-25",186.8
"1989-08-25",110.8
"1989-09-25",53.7
"1989-10-25",184.8
"1989-11-25",178.1
"1989-12-25",109.4
"1990-01-25",18.8
"1990-02-25",34.9
"1990-03-25",8.3
"1990-04-25",157.2
"1990-05-25",188.2
"1990-06-25",203.8
"1990-07-25",156.5
"1990-08-25",164.4
"1990-09-25",15.8
"1990-10-25",69.4
"1990-11-25",43.4
