"X54035030_tmax.Date","X54035030_tmax.Value"
"1989-01-25",23.3
"1989-02-25",23.4555555555556
"1989-03-25",24.5777777777778
"1989-04-25",24.2333333333333
"1989-05-25",24.7888888888889
"1989-06-25",24.9777777777778
"1989-07-25",24.9222222222222
"1989-08-25",26.4
"1989-09-25",24.4222222222222
"1989-10-25",25.0333333333333
"1989-11-25",23.9888888888889
"1989-12-25",24.2222222222222
"1990-01-25",NA
"1990-02-25",NA
"1990-03-25",NA
"1990-04-25",NA
"1990-05-25",NA
"1990-06-25",NA
"1990-07-25",NA
"1990-08-25",NA
"1990-09-25",NA
"1990-10-25",NA
"1990-11-25",NA
"1990-12-25",NA
"1991-01-25",NA
"1991-02-25",NA
"1991-03-25",NA
"1991-04-25",NA
"1991-05-25",NA
"1991-06-25",NA
"1991-07-25",NA
"1991-08-25",NA
"1991-09-25",NA
"1991-10-25",NA
"1991-11-25",NA
"1991-12-25",NA
"1992-01-25",24.8777777777778
"1992-02-25",24.7666666666667
"1992-03-25",26.4222222222222
"1992-04-25",26.8111111111111
"1992-05-25",26.1555555555556
"1992-06-25",25.8555555555556
"1992-07-25",27.0888888888889
"1992-08-25",26.4444444444444
"1992-09-25",25.4555555555556
"1992-10-25",24.7888888888889
"1992-11-25",24.5222222222222
"1992-12-25",23.3222222222222
