"X23050310_prec.Date","X23050310_prec.Value"
"1973-01-25",23
"1973-02-25",77
"1973-03-25",70
"1973-04-25",144
"1973-05-25",83
"1973-06-25",71
"1973-07-25",50
"1973-08-25",94
"1973-09-25",106
"1973-10-25",158
"1973-11-25",130
"1973-12-25",96
"1974-01-25",46
"1974-02-25",228
"1974-03-25",90
"1974-04-25",140
"1974-05-25",170
"1974-06-25",42
"1974-07-25",3
"1974-08-25",72
"1974-09-25",142
"1974-10-25",121
"1974-11-25",113
"1974-12-25",70
"1975-01-25",43
"1975-02-25",186
"1975-03-25",148
"1975-04-25",56
"1975-05-25",120
"1975-06-25",112
"1975-07-25",209
"1975-08-25",7
"1975-09-25",120
"1975-10-25",93
"1975-11-25",141
"1975-12-25",118
"1976-01-25",95
"1976-02-25",101
"1976-03-25",90
"1976-04-25",120
"1976-05-25",180
"1976-06-25",20
"1976-07-25",0
"1976-08-25",15
"1976-09-25",35
"1976-10-25",145
"1976-11-25",105
"1976-12-25",50
"1977-01-25",0
"1977-02-25",34
"1977-03-25",10
"1977-04-25",45
"1977-05-25",60
"1977-06-25",95
"1977-07-25",125
"1977-08-25",60
"1977-09-25",10
"1977-10-25",155
"1977-11-25",165
"1977-12-25",95
"1978-01-25",10
"1978-02-25",27
"1978-03-25",173
"1978-04-25",144
"1978-05-25",189
"1978-06-25",57
"1978-07-25",90
"1978-08-25",36
"1978-09-25",25
"1978-10-25",0
"1978-11-25",0
"1978-12-25",0
"1979-01-25",5.2
"1979-02-25",0
"1979-03-25",8.7
"1979-04-25",14.5
"1979-05-25",9
"1979-06-25",6
"1979-07-25",0
"1979-08-25",0
"1979-09-25",10.1
"1979-10-25",7.9
"1979-11-25",17.3
"1979-12-25",0
"1980-01-25",0
"1980-02-25",0
"1980-03-25",0
"1980-04-25",0
"1980-05-25",0
"1980-06-25",0
"1980-07-25",0
"1980-08-25",0
"1980-09-25",0
"1980-10-25",0
"1980-11-25",0
"1980-12-25",0
"1981-01-25",5
"1981-02-25",7
"1981-03-25",48
"1981-04-25",19
"1981-05-25",25
"1981-06-25",35
"1981-07-25",0
"1981-08-25",0
"1981-09-25",37
"1981-10-25",5
"1981-11-25",51
"1981-12-25",14
"1982-01-25",0
"1982-02-25",65
"1982-03-25",120
"1982-04-25",140
"1982-05-25",138
"1982-06-25",56
"1982-07-25",24
"1982-08-25",17
"1982-09-25",47
"1982-10-25",37
"1982-11-25",86
"1982-12-25",30
"1983-01-25",139
"1983-02-25",0
"1983-03-25",284
"1983-04-25",289
"1983-05-25",69
"1983-06-25",88
"1983-07-25",60
"1983-08-25",57
"1983-09-25",233
"1983-10-25",80
"1983-11-25",20
"1983-12-25",215
"1984-01-25",0
"1984-02-25",102
"1984-03-25",128
"1984-04-25",196
"1984-05-25",109
"1984-06-25",128
"1984-07-25",148
"1984-08-25",122
"1984-09-25",194
"1984-10-25",0
"1984-11-25",0
"1984-12-25",0
"1985-01-25",73
"1985-02-25",25
"1985-03-25",88
"1985-04-25",112
"1985-05-25",117
"1985-06-25",128
"1985-07-25",0
"1985-08-25",70
"1985-09-25",113
"1985-10-25",79
"1985-11-25",197
"1985-12-25",280
"1986-01-25",50
"1986-02-25",50
"1986-03-25",231
"1986-04-25",241
"1986-05-25",73
"1986-06-25",294
"1986-07-25",0
"1986-08-25",0
"1986-09-25",49
"1986-10-25",166
"1986-11-25",275
"1986-12-25",84
"1987-01-25",133
"1987-02-25",75
"1987-03-25",65
"1987-04-25",215
"1987-05-25",182
"1987-06-25",44
"1987-07-25",30
"1987-08-25",177
"1987-09-25",111
"1987-10-25",42
"1987-11-25",58
"1987-12-25",47
"1988-01-25",60
"1988-02-25",124
"1988-03-25",118
"1988-04-25",243
"1988-05-25",117
"1988-06-25",10
"1988-07-25",86
"1988-08-25",131
"1988-09-25",274
"1988-10-25",90
"1988-11-25",240
"1988-12-25",195
"1989-01-25",260
"1989-02-25",211
"1989-03-25",277
"1989-04-25",192
"1989-05-25",243
"1989-06-25",149
"1989-07-25",10
"1989-08-25",32
"1989-09-25",98
"1989-10-25",104
"1989-11-25",436
"1989-12-25",151
"1990-01-25",0
"1990-02-25",0
"1990-03-25",0
"1990-04-25",0
"1990-05-25",0
"1990-06-25",0
"1990-07-25",0
"1990-08-25",0
"1990-09-25",0
"1990-10-25",0
"1990-11-25",0
"1990-12-25",0
"1991-01-25",0
"1991-02-25",0
"1991-03-25",0
"1991-04-25",0
"1991-05-25",0
"1991-06-25",0
"1991-07-25",0
"1991-08-25",0
"1991-09-25",0
"1991-10-25",132
"1991-11-25",100
"1991-12-25",60
"1992-01-25",122
"1992-02-25",81
"1992-03-25",43
"1992-04-25",132
"1992-05-25",169
"1992-06-25",90
"1992-07-25",0
"1992-08-25",0
"1992-09-25",133
"1992-10-25",30
"1992-11-25",43
"1992-12-25",131
"1993-01-25",80
"1993-02-25",195
"1993-03-25",92
"1993-04-25",141
"1993-05-25",104
"1993-06-25",11
"1993-07-25",138
"1993-08-25",0
"1993-09-25",111
"1993-10-25",109
"1993-11-25",116
"1993-12-25",40
"1994-01-25",222
"1994-02-25",76
"1994-03-25",69
"1994-04-25",140
"1994-05-25",106
"1994-06-25",80
"1994-07-25",82
"1994-08-25",4
"1994-09-25",0
"1994-10-25",90
"1994-11-25",137
"1994-12-25",65
"1995-01-25",0
"1995-02-25",0
"1995-03-25",57
"1995-04-25",85
"1995-05-25",43
"1995-06-25",0
"1995-07-25",77
