"X22075030_tmax.Date","X22075030_tmax.Value"
"1978-02-25",21.1777777777778
"1978-03-25",19.4444444444444
"1978-04-25",19.8444444444444
"1978-05-25",19.7111111111111
"1978-06-25",19.875
"1978-07-25",20.2666666666667
"1978-08-25",20.2444444444444
"1978-09-25",21.1111111111111
"1978-10-25",20.55
"1978-11-25",21.2444444444444
"1978-12-25",20.6444444444444
"1979-01-25",20.55
"1979-02-25",21.8
"1979-03-25",20.0777777777778
"1979-04-25",22.0222222222222
"1979-05-25",21.6333333333333
"1979-06-25",21.2
"1979-07-25",21.45
"1979-08-25",21.8888888888889
"1979-09-25",20.1
"1979-10-25",21.325
"1979-11-25",NA
"1979-12-25",21.36
"1980-01-25",NA
"1980-02-25",NA
"1980-03-25",NA
"1980-04-25",NA
"1980-05-25",NA
"1980-06-25",NA
"1980-07-25",NA
"1980-08-25",NA
"1980-09-25",NA
"1980-10-25",NA
"1980-11-25",NA
"1980-12-25",NA
"1981-01-25",NA
"1981-02-25",NA
"1981-03-25",NA
"1981-04-25",NA
"1981-05-25",NA
"1981-06-25",NA
"1981-07-25",NA
"1981-08-25",NA
"1981-09-25",NA
"1981-10-25",NA
"1981-11-25",NA
"1981-12-25",NA
"1982-01-25",NA
"1982-02-25",NA
"1982-03-25",NA
"1982-04-25",NA
"1982-05-25",NA
"1982-06-25",NA
"1982-07-25",NA
"1982-08-25",NA
"1982-09-25",NA
"1982-10-25",21.1
"1982-11-25",21.1833333333333
"1982-12-25",20.52
"1983-01-25",NA
"1983-02-25",NA
"1983-03-25",NA
"1983-04-25",NA
"1983-05-25",NA
"1983-06-25",NA
"1983-07-25",NA
"1983-08-25",NA
"1983-09-25",NA
"1983-10-25",NA
"1983-11-25",NA
"1983-12-25",NA
"1984-01-25",20.1555555555556
"1984-02-25",19.7333333333333
"1984-03-25",20.7777777777778
"1984-04-25",20.3333333333333
"1984-05-25",20.1777777777778
"1984-06-25",19.8375
"1984-07-25",19.8111111111111
"1984-08-25",20.4777777777778
"1984-09-25",20.2666666666667
"1984-10-25",19.7428571428571
"1984-11-25",18.975
"1984-12-25",19.8285714285714
"1985-01-25",20.5142857142857
"1985-02-25",20.525
"1985-03-25",NA
"1985-04-25",NA
"1985-05-25",NA
"1985-06-25",NA
"1985-07-25",NA
"1985-08-25",20.1555555555556
"1985-09-25",NA
"1985-10-25",NA
"1985-11-25",NA
"1985-12-25",19.7333333333333
"1986-01-25",20.15
"1986-02-25",19.8
"1986-03-25",19.5333333333333
"1986-04-25",20.1333333333333
"1986-05-25",21.72
"1986-06-25",20.2444444444444
"1986-07-25",19.9777777777778
"1986-08-25",21.3777777777778
"1986-09-25",20.9555555555556
"1986-10-25",20.6
"1986-11-25",19.725
"1986-12-25",20.2444444444444
"1987-01-25",20.2666666666667
"1987-02-25",21.4888888888889
"1987-03-25",20.8222222222222
"1987-04-25",21.125
"1987-05-25",21.3111111111111
"1987-06-25",21.2222222222222
"1987-07-25",21.5333333333333
"1987-08-25",20.9111111111111
"1987-09-25",21.5111111111111
"1987-10-25",20.65
"1987-11-25",21.2
"1987-12-25",20.9555555555556
"1988-01-25",22.2888888888889
"1988-02-25",21.7555555555556
"1988-03-25",21.3555555555556
"1988-04-25",20.8444444444444
"1988-05-25",21.1555555555556
"1988-06-25",20.7333333333333
"1988-07-25",19.6285714285714
"1988-08-25",21.1111111111111
"1988-09-25",21
"1988-10-25",20.55
"1988-11-25",20.2222222222222
"1988-12-25",19.0888888888889
"1989-01-25",20.25
"1989-02-25",19.6666666666667
"1989-03-25",20.6571428571429
"1989-04-25",20.2666666666667
"1989-05-25",20.7111111111111
"1989-06-25",20.4444444444444
"1989-07-25",20.3111111111111
"1989-08-25",21.8
"1989-09-25",21.0222222222222
"1989-10-25",21.1555555555556
"1989-11-25",20.95
"1989-12-25",19.5
"1990-01-25",20.5111111111111
"1990-02-25",21.1555555555556
"1990-03-25",20.975
"1990-04-25",21.0666666666667
"1990-05-25",21
"1990-06-25",21.6888888888889
"1990-07-25",21.3777777777778
"1990-08-25",21.6
"1990-09-25",21.8
"1990-10-25",20.05
"1990-11-25",NA
"1990-12-25",NA
"1991-01-25",NA
"1991-02-25",NA
"1991-03-25",NA
