"X26070440_prec.Date","X26070440_prec.Value"
"1971-01-25",50.7
"1971-02-25",61.5
"1971-03-25",30.4
"1971-04-25",19.3
"1971-05-25",24.4
"1971-06-25",9.1
"1971-07-25",26.4
"1971-08-25",11.1
"1971-09-25",46
"1971-10-25",21
"1971-11-25",39
"1971-12-25",0
"1972-01-25",1
"1972-02-25",28
"1972-03-25",27
"1972-04-25",5
"1972-05-25",43
"1972-06-25",0
"1972-07-25",6
"1972-08-25",1
"1972-09-25",0
"1972-10-25",1
"1972-11-25",30
"1972-12-25",1
"1973-01-25",0
"1973-02-25",2
"1973-03-25",11
"1973-04-25",44
"1973-05-25",8
"1973-06-25",0
"1973-07-25",0
"1973-08-25",0
"1973-09-25",72
"1973-10-25",69
"1973-11-25",59
"1973-12-25",27
"1974-01-25",3
"1974-02-25",16
"1974-03-25",37
"1974-04-25",49
"1974-05-25",53
"1974-06-25",0
"1974-07-25",5
"1974-08-25",15
"1974-09-25",8
"1974-10-25",50
"1974-11-25",81
"1974-12-25",5
"1975-01-25",0
"1975-02-25",9
"1975-03-25",27
"1975-04-25",44
"1975-05-25",49
"1975-06-25",26
"1975-07-25",51
"1975-08-25",4
"1975-09-25",0
"1975-10-25",11
"1975-11-25",29
"1975-12-25",51
"1976-01-25",4
"1976-02-25",0
"1976-03-25",28
"1976-04-25",10
"1976-05-25",43
"1976-06-25",0
"1976-07-25",4
"1976-08-25",0
"1976-09-25",0
"1976-10-25",45
"1976-11-25",16
"1976-12-25",0
"1977-01-25",0
"1977-02-25",0
"1977-03-25",0
"1977-04-25",8
"1977-05-25",6
"1977-06-25",14
"1977-07-25",6
"1977-08-25",18
"1977-09-25",0
"1977-10-25",87
"1977-11-25",23
"1977-12-25",5
"1978-01-25",14
"1978-02-25",8
"1978-03-25",69
"1978-04-25",124
"1978-05-25",58
"1978-06-25",12
"1978-07-25",14
"1978-08-25",25
"1978-09-25",0
"1978-10-25",4
"1978-11-25",39
"1978-12-25",29
"1979-01-25",2
"1979-02-25",0
"1979-03-25",39
"1979-04-25",34
"1979-05-25",3
"1979-06-25",32
"1979-07-25",0
"1979-08-25",4
"1979-09-25",41
"1979-10-25",14
"1979-11-25",0
"1979-12-25",9
"1980-01-25",0
"1980-02-25",14
"1980-03-25",20
"1980-04-25",17
"1980-05-25",36
"1980-06-25",21
"1980-07-25",0
"1980-08-25",5
"1980-09-25",11
"1980-10-25",41
"1980-11-25",37
"1980-12-25",7
"1981-01-25",6
"1981-02-25",27
"1981-03-25",39
"1981-04-25",39
"1981-05-25",52
"1981-06-25",9
"1981-07-25",14
"1981-08-25",2
"1981-09-25",4
"1981-10-25",20
"1981-11-25",18
"1981-12-25",38
"1982-01-25",65
"1982-02-25",13
"1982-03-25",47
"1982-04-25",160
