"X26185010_tmax.Date","X26185010_tmax.Value"
"1996-11-25",19.6666666666667
"1996-12-25",18.9857142857143
"1997-01-25",20.04
"1997-02-25",20.5555555555556
"1997-03-25",22.2
"1997-04-25",21.2
"1997-05-25",22.1375
"1997-06-25",20.1125
"1997-07-25",21.3375
"1997-08-25",22.4625
"1997-09-25",22.25
"1997-10-25",21.1888888888889
"1997-11-25",19.5222222222222
"1997-12-25",21.3777777777778
"1998-01-25",23.5333333333333
"1998-02-25",22.1888888888889
"1998-03-25",23.1888888888889
"1998-04-25",21.6111111111111
"1998-05-25",20.4375
"1998-06-25",20.8777777777778
"1998-07-25",20.4777777777778
"1998-08-25",21.3222222222222
"1998-09-25",20.6666666666667
"1998-10-25",20.3333333333333
"1998-11-25",19.0444444444444
"1998-12-25",18.0666666666667
"1999-01-25",19.4
"1999-02-25",19.1777777777778
"1999-03-25",19.525
"1999-04-25",19.4444444444444
"1999-05-25",19.0888888888889
"1999-06-25",19.6
"1999-07-25",19.8111111111111
"1999-08-25",20.4777777777778
"1999-09-25",19.7333333333333
"1999-10-25",18.7555555555556
"1999-11-25",19.6444444444444
"1999-12-25",19.1444444444444
"2000-01-25",18.9
"2000-02-25",20.7333333333333
"2000-03-25",19.8222222222222
"2000-04-25",21
"2000-05-25",19.8
"2000-06-25",20.4555555555556
"2000-07-25",21.4888888888889
"2000-08-25",19.7
"2000-09-25",18.5333333333333
"2000-10-25",20.85
"2000-11-25",20.2571428571429
"2000-12-25",19.575
"2001-01-25",20.275
"2001-02-25",21.8285714285714
"2001-03-25",21.2222222222222
"2001-04-25",22.5
"2001-05-25",19.7
"2001-06-25",20.525
"2001-07-25",21.2
"2001-08-25",22.5
"2001-09-25",21.6285714285714
"2001-10-25",22.1333333333333
"2001-11-25",22.2666666666667
"2001-12-25",21.7777777777778
"2002-01-25",22.7
"2002-02-25",23
"2002-03-25",25.4
"2002-04-25",23.5111111111111
"2002-05-25",25.1777777777778
"2002-06-25",21.9555555555556
"2002-07-25",25.4222222222222
"2002-08-25",23.2444444444444
"2002-09-25",24.2666666666667
"2002-10-25",24.6888888888889
"2002-11-25",20.6888888888889
"2002-12-25",24.4444444444444
"2003-01-25",24.1333333333333
"2003-02-25",24.0888888888889
"2003-03-25",24.1111111111111
"2003-04-25",23.825
"2003-05-25",21.6333333333333
"2003-06-25",21.625
"2003-07-25",22.7875
"2003-08-25",23.7777777777778
"2003-09-25",24.2
"2003-10-25",21.5714285714286
"2003-11-25",22.9
"2003-12-25",21.8444444444444
"2004-01-25",NA
"2004-02-25",NA
"2004-03-25",NA
"2004-04-25",NA
"2004-05-25",NA
"2004-06-25",NA
"2004-07-25",NA
"2004-08-25",NA
"2004-09-25",NA
"2004-10-25",NA
"2004-11-25",NA
"2004-12-25",NA
"2005-01-25",22.5777777777778
"2005-02-25",23.7555555555556
"2005-03-25",24.625
"2005-04-25",24.4
"2005-05-25",23.2
"2005-06-25",24.975
"2005-07-25",24.625
"2005-08-25",26.35
"2005-09-25",26.3111111111111
"2005-10-25",23.2444444444444
"2005-11-25",23.35
"2005-12-25",23.6666666666667
"2006-01-25",21.5777777777778
"2006-02-25",22.85
"2006-03-25",23.4444444444444
"2006-04-25",25.6888888888889
"2006-05-25",23.0666666666667
"2006-06-25",25
"2006-07-25",25.5111111111111
"2006-08-25",26.8
"2006-09-25",NA
"2006-10-25",NA
"2006-11-25",NA
"2006-12-25",NA
"2007-01-25",NA
"2007-02-25",23
"2007-03-25",21.9777777777778
"2007-04-25",20.2
"2007-05-25",21.8
"2007-06-25",21.7555555555556
"2007-07-25",22.3555555555556
"2007-08-25",21.15
"2007-09-25",20.6888888888889
"2007-10-25",18.6666666666667
"2007-11-25",19.3777777777778
"2007-12-25",17.975
"2008-01-25",19.4888888888889
"2008-02-25",20.4222222222222
"2008-03-25",19.2666666666667
"2008-04-25",20.3
"2008-05-25",19.5333333333333
"2008-06-25",20.2
"2008-07-25",19.4
