"X26155140_tmin.Date","X26155140_tmin.Value"
"1983-01-25",2.12857142857143
"1983-02-25",NA
"1983-03-25",NA
"1983-04-25",NA
"1983-05-25",NA
"1983-06-25",NA
"1983-07-25",NA
"1983-08-25",NA
"1983-09-25",NA
"1983-10-25",NA
"1983-11-25",NA
"1983-12-25",NA
"1984-01-25",16.0222222222222
"1984-02-25",16.1111111111111
"1984-03-25",16.5555555555556
"1984-04-25",16.7777777777778
"1984-05-25",15.9444444444444
"1984-06-25",16.6222222222222
"1984-07-25",17.7111111111111
"1984-08-25",16.7222222222222
"1984-09-25",16.9444444444444
"1984-10-25",16.6222222222222
"1984-11-25",16.8555555555556
"1984-12-25",17.6666666666667
"1985-01-25",17.6
"1985-02-25",16.0555555555556
"1985-03-25",17.8888888888889
"1985-04-25",17.2777777777778
"1985-05-25",17.3333333333333
"1985-06-25",17.8111111111111
"1985-07-25",16.5888888888889
"1985-08-25",17.3222222222222
"1985-09-25",17
"1985-10-25",16.6666666666667
"1985-11-25",16.0111111111111
"1985-12-25",17
"1986-01-25",16.6222222222222
"1986-02-25",17.0222222222222
"1986-03-25",17.4333333333333
"1986-04-25",17.4444444444444
"1986-05-25",17.8888888888889
"1986-06-25",17.5555555555556
"1986-07-25",17.0666666666667
"1986-08-25",16.3
"1986-09-25",16.5
"1986-10-25",17.3333333333333
"1986-11-25",17.5333333333333
"1986-12-25",16.9444444444444
"1987-01-25",16.9666666666667
"1987-02-25",17.5
"1987-03-25",18.1666666666667
"1987-04-25",18.7777777777778
"1987-05-25",18.1111111111111
"1987-06-25",17.2222222222222
"1987-07-25",18
"1987-08-25",17.6666666666667
"1987-09-25",18.0333333333333
"1987-10-25",17.2777777777778
"1987-11-25",17.1444444444444
"1987-12-25",17.4
"1988-01-25",18.7111111111111
"1988-02-25",17.8777777777778
"1988-03-25",18.3555555555556
"1988-04-25",18.6444444444444
"1988-05-25",17.6666666666667
"1988-06-25",18.2222222222222
"1988-07-25",18.0111111111111
"1988-08-25",19.0777777777778
"1988-09-25",17.9444444444444
"1988-10-25",19.2777777777778
"1988-11-25",18.1333333333333
"1988-12-25",18.0333333333333
"1989-01-25",17.9222222222222
"1989-02-25",17.7444444444444
"1989-03-25",17.3777777777778
"1989-04-25",17.3888888888889
"1989-05-25",17.4222222222222
"1989-06-25",17.6111111111111
"1989-07-25",16.9444444444444
"1989-08-25",17.1888888888889
"1989-09-25",17.7777777777778
"1989-10-25",16.7
"1989-11-25",17.8
"1989-12-25",18.4666666666667
"1990-01-25",17.7555555555556
"1990-02-25",18.6
"1990-03-25",18.3
"1990-04-25",18.5666666666667
"1990-05-25",18.9333333333333
"1990-06-25",18.5
"1990-07-25",18.0111111111111
"1990-08-25",16.8333333333333
"1990-09-25",17.7222222222222
"1990-10-25",17.9555555555556
"1990-11-25",18.4666666666667
"1990-12-25",17.6888888888889
"1991-01-25",NA
"1991-02-25",NA
"1991-03-25",NA
"1991-04-25",NA
"1991-05-25",NA
"1991-06-25",NA
"1991-07-25",NA
"1991-08-25",NA
"1991-09-25",NA
"1991-10-25",NA
"1991-11-25",NA
"1991-12-25",NA
"1992-01-25",18.5888888888889
"1992-02-25",18.3888888888889
"1992-03-25",19.1333333333333
"1992-04-25",19.0666666666667
"1992-05-25",19.4777777777778
"1992-06-25",19.2
"1992-07-25",18.3
"1992-08-25",18.0888888888889
"1992-09-25",17.7222222222222
"1992-10-25",17.4111111111111
"1992-11-25",17.4888888888889
"1992-12-25",18.6
"1993-01-25",NA
"1993-02-25",NA
"1993-03-25",NA
"1993-04-25",NA
"1993-05-25",NA
"1993-06-25",NA
"1993-07-25",NA
"1993-08-25",NA
"1993-09-25",NA
"1993-10-25",NA
"1993-11-25",NA
"1993-12-25",NA
"1994-01-25",17.8333333333333
"1994-02-25",18.4444444444444
"1994-03-25",18.5444444444444
"1994-04-25",19.3777777777778
"1994-05-25",18.7444444444444
"1994-06-25",18.5333333333333
"1994-07-25",17.9333333333333
"1994-08-25",17.6
"1994-09-25",17.1777777777778
"1994-10-25",17.5666666666667
"1994-11-25",16.9555555555556
"1994-12-25",17.9777777777778
