"X22025010_prec.Date","X22025010_prec.Value"
"1970-01-25",4
"1970-02-25",59.1
"1970-03-25",45.9
"1970-04-25",23.9
"1970-05-25",53.7
"1970-06-25",27.2
"1970-07-25",4.4
"1970-08-25",6.9
"1970-09-25",17.2
"1970-10-25",164.2
"1970-11-25",115.3
"1970-12-25",32.2
"1971-01-25",48.7
"1971-02-25",75.8
"1971-03-25",60.1
"1971-04-25",48.3
"1971-05-25",53.5
"1971-06-25",17.5
"1971-07-25",12.4
"1971-08-25",3.5
"1971-09-25",43.6
"1971-10-25",44.7
"1971-11-25",79.5
"1971-12-25",27
"1972-01-25",9.7
"1972-02-25",43.1
"1972-03-25",116.1
"1972-04-25",1.1
"1972-05-25",97
"1972-06-25",25.2
"1972-07-25",40.6
"1972-08-25",3.8
"1972-09-25",11.8
"1972-10-25",35.8
"1972-11-25",145.7
"1972-12-25",43.4
"1973-01-25",5.9
"1973-02-25",38.3
"1973-03-25",11.8
"1973-04-25",110.5
"1973-05-25",47.9
"1973-06-25",57.4
"1973-07-25",15.7
"1973-08-25",19.3
"1973-09-25",109.3
"1973-10-25",151.9
"1973-11-25",47
"1973-12-25",158.7
"1974-01-25",49.9
"1974-02-25",56.9
"1974-03-25",62.7
"1974-04-25",153
"1974-05-25",99.6
"1974-06-25",62.9
"1974-07-25",10.8
"1974-08-25",4.8
"1974-09-25",21.6
"1974-10-25",84.3
"1974-11-25",70.4
"1974-12-25",50.3
"1975-01-25",3.1
"1975-02-25",82.2
"1975-03-25",123.9
"1975-04-25",42
"1975-05-25",170.6
"1975-06-25",102.1
"1975-07-25",52.3
"1975-08-25",1.7
"1975-09-25",33.4
"1975-10-25",46.6
"1975-11-25",68.2
"1975-12-25",83.7
"1976-01-25",57.6
"1976-02-25",62.8
"1976-03-25",40.4
"1976-04-25",20.7
"1976-05-25",35.4
"1976-06-25",14.7
"1976-07-25",3.3
"1976-08-25",5.4
"1976-09-25",37.9
"1976-10-25",81.2
"1976-11-25",46.5
