"X26130450_prec.Date","X26130450_prec.Value"
"1987-01-25",49
"1987-02-25",7
"1987-03-25",59
"1987-04-25",26
"1987-05-25",16
"1987-06-25",27
"1987-07-25",48
"1987-08-25",129
"1987-09-25",22
"1987-10-25",113
"1987-11-25",27
"1987-12-25",65
"1988-01-25",13
"1988-02-25",133
"1988-03-25",20
"1988-04-25",66
"1988-05-25",58
"1988-06-25",24
"1988-07-25",201
"1988-08-25",48
"1988-09-25",26
"1988-10-25",94
"1988-11-25",118
"1988-12-25",58
"1989-01-25",135
"1989-02-25",58
"1989-03-25",42
"1989-04-25",82
"1989-05-25",94
"1989-06-25",105
"1989-07-25",14
"1989-08-25",24
"1989-09-25",26
"1989-10-25",69
"1989-11-25",54
"1989-12-25",40
"1990-01-25",30
"1990-02-25",102
"1990-03-25",80
"1990-04-25",118
"1990-05-25",54
"1990-06-25",130
