"X26085130_prec.Date","X26085130_prec.Value"
"1979-01-25",0
"1979-02-25",0
"1979-03-25",68
"1979-04-25",44
"1979-05-25",7
"1979-06-25",40
"1979-07-25",18
"1979-08-25",0
"1979-09-25",39
"1979-10-25",13
"1979-11-25",13
"1979-12-25",2
"1980-01-25",9
"1980-02-25",16
"1980-03-25",9
"1980-04-25",32
"1980-05-25",50
"1980-06-25",39
"1980-07-25",5
"1980-08-25",11
"1980-09-25",15
"1980-10-25",35
"1980-11-25",89
"1980-12-25",3
"1981-01-25",109
"1981-02-25",8
"1981-03-25",16
"1981-04-25",33
"1981-05-25",46
"1981-06-25",11
"1981-07-25",7
"1981-08-25",3
"1981-09-25",8
"1981-10-25",29
"1981-11-25",31
"1981-12-25",18
"1982-01-25",43
"1982-02-25",10
"1982-03-25",43
"1982-04-25",71
"1982-05-25",0
"1982-06-25",1
"1982-07-25",17
"1982-08-25",6
"1982-09-25",1
"1982-10-25",51
"1982-11-25",77
"1982-12-25",35
"1983-01-25",25
"1983-02-25",6
"1983-03-25",14
"1983-04-25",25
"1983-05-25",1
"1983-06-25",26
"1983-07-25",34
"1983-08-25",8
"1983-09-25",22
"1983-10-25",10
"1983-11-25",15
"1983-12-25",74
"1984-01-25",47
"1984-02-25",36
"1984-03-25",4
"1984-04-25",50
"1984-05-25",40
"1984-06-25",27
"1984-07-25",36
"1984-08-25",35
"1984-09-25",59
"1984-10-25",23
"1984-11-25",62
"1984-12-25",6
"1985-01-25",7
"1985-02-25",1
"1985-03-25",14
"1985-04-25",6
"1985-05-25",11
"1985-06-25",59
"1985-07-25",1
"1985-08-25",14
"1985-09-25",17
"1985-10-25",53
"1985-11-25",0
"1985-12-25",20
"1986-01-25",5
"1986-02-25",0
"1986-03-25",18
"1986-04-25",102
"1986-05-25",12
"1986-06-25",40
"1986-07-25",20
"1986-08-25",2
"1986-09-25",7
"1986-10-25",202.5
"1986-11-25",143.5
"1986-12-25",181
"1987-01-25",148.5
"1987-02-25",200.7
"1987-03-25",185.4
"1987-04-25",149.5
"1987-05-25",179.9
"1987-06-25",190.1
"1987-07-25",156.5
"1987-08-25",31
"1987-09-25",141
"1987-10-25",144.5
"1987-11-25",149
"1987-12-25",177.6
"1988-01-25",157
"1988-02-25",238
"1988-03-25",147
"1988-04-25",125
"1988-05-25",125.5
"1988-06-25",67
"1988-07-25",127.5
"1988-08-25",4
"1988-09-25",140.2
"1988-10-25",29
"1988-11-25",45
"1988-12-25",66
"1989-01-25",18
"1989-02-25",15
"1989-03-25",135.5
"1989-04-25",180.1
"1989-05-25",216
