"X26055040_prec.Date","X26055040_prec.Value"
"1979-02-25",0
"1979-03-25",190
"1979-04-25",128
"1979-05-25",2
"1979-06-25",94
"1979-07-25",9
"1979-08-25",16
"1979-09-25",126
"1979-10-25",29
"1979-11-25",105
"1979-12-25",2
"1980-01-25",40
"1980-02-25",101
"1980-03-25",20
"1980-04-25",65
"1980-05-25",132
"1980-06-25",55
"1980-07-25",33
"1980-08-25",55
"1980-09-25",53
"1980-10-25",111
"1980-11-25",101
"1980-12-25",98
"1981-01-25",31
"1981-02-25",86
"1981-03-25",14
"1981-04-25",191
"1981-05-25",84
"1981-06-25",90
"1981-07-25",108
"1981-08-25",52
"1981-09-25",23
"1981-10-25",122
"1981-11-25",110
"1981-12-25",137
"1982-01-25",97
"1982-02-25",55
"1982-03-25",58
"1982-04-25",220
"1982-05-25",228
"1982-06-25",48
"1982-07-25",2
"1982-08-25",21
"1982-09-25",8
"1982-10-25",286
"1982-11-25",70
"1982-12-25",150
"1983-01-25",126
"1983-02-25",128
"1983-03-25",221
"1983-04-25",117
"1983-05-25",125
"1983-06-25",146
"1983-07-25",46
"1983-08-25",70
"1983-09-25",36
"1983-10-25",56
"1983-11-25",111
"1983-12-25",102
"1984-01-25",144
"1984-02-25",223
"1984-03-25",120
"1984-04-25",70
"1984-05-25",40
"1984-06-25",212
"1984-07-25",73
"1984-08-25",50
"1984-09-25",65
"1984-10-25",110
"1984-11-25",40
"1984-12-25",25
"1985-01-25",165
"1985-02-25",11
"1985-03-25",63
"1985-04-25",144
"1985-05-25",109
"1985-06-25",131
"1985-07-25",49
"1985-08-25",86
"1985-09-25",96
"1985-10-25",205
"1985-11-25",14
"1985-12-25",63
"1986-01-25",86
"1986-02-25",13
"1986-03-25",91
"1986-04-25",182
"1986-05-25",145
"1986-06-25",75
"1986-07-25",30
"1986-08-25",0
"1986-09-25",36
"1986-10-25",177
"1986-11-25",131
"1986-12-25",28
"1987-01-25",77
"1987-02-25",41
"1987-03-25",70
"1987-04-25",77
"1987-05-25",87
"1987-06-25",117
"1987-07-25",44
"1987-08-25",82
"1987-09-25",57
"1987-10-25",108
"1987-11-25",82
"1987-12-25",82
"1988-01-25",36
"1988-02-25",107
"1988-03-25",31
"1988-04-25",185
"1988-05-25",44
"1988-06-25",8
"1988-07-25",173
"1988-08-25",61
"1988-09-25",51
"1988-10-25",176
"1988-11-25",169
"1988-12-25",115
"1989-01-25",91
"1989-02-25",74
"1989-03-25",89
"1989-04-25",79
"1989-05-25",192
"1989-06-25",124
"1989-07-25",16
"1989-08-25",20
"1989-09-25",101
"1989-10-25",170
"1989-11-25",56
"1989-12-25",65
"1990-01-25",130
"1990-02-25",99
"1990-03-25",23
"1990-04-25",39
"1990-05-25",83
"1990-06-25",60
"1990-07-25",88
"1990-08-25",0
"1990-09-25",21
"1990-10-25",176
"1990-11-25",44
"1990-12-25",28
"1991-01-25",70
"1991-02-25",33
"1991-03-25",92
"1991-04-25",43
"1991-05-25",144
"1991-06-25",42
"1991-07-25",43
"1991-08-25",35
"1991-09-25",4
"1991-10-25",61
"1991-11-25",167
"1991-12-25",173
"1992-01-25",32
"1992-02-25",32
"1992-03-25",46
"1992-04-25",26
"1992-05-25",101
"1992-06-25",34
"1992-07-25",7
"1992-08-25",1
"1992-09-25",28
"1992-10-25",96
