"X21245040_prec.Date","X21245040_prec.Value"
"1971-01-25",87.2
"1971-02-25",11
"1971-03-25",48.5
"1971-04-25",40.9
"1971-05-25",121.5
"1971-06-25",99.7
"1971-07-25",25.3
"1971-08-25",62.2
"1971-09-25",37
"1971-10-25",82.1
"1971-11-25",84.9
"1971-12-25",3.7
"1972-01-25",49.6
"1972-02-25",46.9
"1972-03-25",62.4
"1972-04-25",12.6
"1972-05-25",98.6
"1972-06-25",99.8
"1972-07-25",10.3
"1972-08-25",0
"1972-09-25",0
"1972-10-25",21.6
"1972-11-25",67.4
"1972-12-25",17.3
"1973-01-25",0
"1973-02-25",6.9
"1973-03-25",45.5
"1973-04-25",56.1
"1973-05-25",69.6
"1973-06-25",104.8
"1973-07-25",11.9
"1973-08-25",22.9
"1973-09-25",34
"1973-10-25",75
"1973-11-25",74.4
"1973-12-25",55.6
"1974-01-25",14.8
"1974-02-25",37.6
"1974-03-25",63.7
"1974-04-25",49.7
"1974-05-25",129
"1974-06-25",16.9
"1974-07-25",2.2
"1974-08-25",11.9
"1974-09-25",9.9
"1974-10-25",67.9
"1974-11-25",53
"1974-12-25",73.8
"1975-01-25",3.7
"1975-02-25",53.3
"1975-03-25",62.8
"1975-04-25",45.2
"1975-05-25",161.2
"1975-06-25",89.7
"1975-07-25",68.3
"1975-08-25",1.2
"1975-09-25",35.9
"1975-10-25",96.1
"1975-11-25",39.9
"1975-12-25",24.9
"1976-01-25",5
"1976-02-25",2
"1976-03-25",3.7
"1976-04-25",23.9
"1976-05-25",85.5
"1976-06-25",33.6
"1976-07-25",0
"1976-08-25",0
"1976-09-25",4.8
"1976-10-25",14.8
"1976-11-25",35.7
"1976-12-25",73.3
"1977-01-25",4.3
"1977-02-25",17.1
"1977-03-25",2.9
"1977-04-25",34.4
"1977-05-25",64.4
"1977-06-25",61.3
"1977-07-25",21.1
"1977-08-25",10.2
"1977-09-25",0.5
"1977-10-25",86.3
"1977-11-25",88.5
"1977-12-25",9
"1978-01-25",3.3
"1978-02-25",221.5
"1978-03-25",209
"1978-04-25",203.1
"1978-05-25",172
"1978-06-25",58.5
"1978-07-25",172.1
"1978-08-25",171
"1978-09-25",174.2
"1978-10-25",34.8
"1978-11-25",213
"1978-12-25",126.9
"1979-01-25",9.2
"1979-02-25",0.6
"1979-03-25",67
"1979-04-25",55.8
"1979-05-25",51.8
"1979-06-25",83.2
"1979-07-25",0
"1979-08-25",8
"1979-09-25",111.3
"1979-10-25",7.3
"1979-11-25",31.4
"1979-12-25",0
"1980-01-25",255.3
"1980-02-25",246.6
"1980-03-25",2.3
"1980-04-25",140.9
"1980-05-25",219.2
"1980-06-25",98.5
"1980-07-25",278
"1980-08-25",223.4
"1980-09-25",181.1
"1980-10-25",172.4
"1980-11-25",178.8
"1980-12-25",77.8
"1981-01-25",25.1
"1981-02-25",54
"1981-03-25",54.1
"1981-04-25",51.7
"1981-05-25",172
"1981-06-25",218.1
"1981-07-25",170.4
"1981-08-25",170.8
