"X21245130_tmin.Date","X21245130_tmin.Value"
"1985-01-25",9.11111111111111
"1985-02-25",9.02222222222222
"1985-03-25",10.2222222222222
"1985-04-25",9.66666666666667
"1985-05-25",9.91111111111111
"1985-06-25",9.68888888888889
"1985-07-25",9.57777777777778
"1985-08-25",9.6
"1985-09-25",9.42222222222222
"1985-10-25",NA
"1985-11-25",NA
"1985-12-25",NA
"1986-01-25",NA
"1986-02-25",NA
"1986-03-25",NA
"1986-04-25",9.97777777777778
"1986-05-25",10.6444444444444
"1986-06-25",8.48888888888889
"1986-07-25",10.4222222222222
"1986-08-25",10.3333333333333
"1986-09-25",9.37777777777778
"1986-10-25",9.62222222222222
"1986-11-25",10.0666666666667
"1986-12-25",NA
"1987-01-25",NA
"1987-02-25",NA
"1987-03-25",NA
"1987-04-25",NA
"1987-05-25",NA
"1987-06-25",NA
"1987-07-25",NA
"1987-08-25",NA
"1987-09-25",NA
"1987-10-25",NA
"1987-11-25",NA
"1987-12-25",NA
"1988-01-25",NA
"1988-02-25",NA
"1988-03-25",NA
"1988-04-25",NA
"1988-05-25",NA
"1988-06-25",NA
"1988-07-25",NA
"1988-08-25",NA
"1988-09-25",NA
"1988-10-25",NA
"1988-11-25",NA
"1988-12-25",NA
"1989-01-25",NA
"1989-02-25",NA
"1989-03-25",NA
"1989-04-25",NA
"1989-05-25",NA
"1989-06-25",NA
"1989-07-25",NA
"1989-08-25",NA
"1989-09-25",NA
"1989-10-25",NA
"1989-11-25",NA
"1989-12-25",NA
"1990-01-25",NA
"1990-02-25",NA
"1990-03-25",NA
"1990-04-25",NA
"1990-05-25",NA
"1990-06-25",NA
"1990-07-25",NA
"1990-08-25",NA
"1990-09-25",NA
"1990-10-25",NA
"1990-11-25",NA
"1990-12-25",NA
"1991-01-25",NA
"1991-02-25",NA
"1991-03-25",NA
"1991-04-25",NA
"1991-05-25",NA
"1991-06-25",NA
"1991-07-25",NA
"1991-08-25",NA
"1991-09-25",NA
"1991-10-25",9.55
"1991-11-25",8.42222222222222
"1991-12-25",9.82222222222222
"1992-01-25",9.73333333333333
"1992-02-25",9.2
"1992-03-25",8.78888888888889
"1992-04-25",6.04444444444444
"1992-05-25",4.33333333333333
"1992-06-25",5.2
"1992-07-25",10.2111111111111
"1992-08-25",9.91111111111111
"1992-09-25",10.5333333333333
"1992-10-25",10.1777777777778
"1992-11-25",10.1555555555556
"1992-12-25",9.55555555555556
"1993-01-25",9.75555555555556
"1993-02-25",10.2
"1993-03-25",9.82222222222222
"1993-04-25",10.2666666666667
"1993-05-25",11.0444444444444
"1993-06-25",11.0222222222222
"1993-07-25",10.4888888888889
"1993-08-25",10.6888888888889
"1993-09-25",10.0888888888889
"1993-10-25",10.1333333333333
"1993-11-25",10.4444444444444
"1993-12-25",10.8444444444444
"1994-01-25",9.51111111111111
"1994-02-25",9.63333333333333
"1994-03-25",10.0222222222222
"1994-04-25",11.0444444444444
