"X21215100_tmin.Date","X21215100_tmin.Value"
"1978-01-25",12.5777777777778
"1978-02-25",13.4444444444444
"1978-03-25",13.1777777777778
"1978-04-25",14.1111111111111
"1978-05-25",13.3333333333333
"1978-06-25",13.2666666666667
"1978-07-25",13.2666666666667
"1978-08-25",NA
"1978-09-25",NA
"1978-10-25",NA
"1978-11-25",NA
"1978-12-25",NA
"1979-01-25",13.0888888888889
"1979-02-25",13.0666666666667
"1979-03-25",13.9142857142857
"1979-04-25",14.3333333333333
"1979-05-25",14.0888888888889
"1979-06-25",14.2222222222222
"1979-07-25",13.5111111111111
"1979-08-25",13.4
"1979-09-25",13.5777777777778
"1979-10-25",13.8666666666667
"1979-11-25",13.9333333333333
"1979-12-25",13.1333333333333
"1980-01-25",13.3777777777778
"1980-02-25",13
"1980-03-25",13.6666666666667
"1980-04-25",13.8666666666667
"1980-05-25",14.6888888888889
"1980-06-25",14.9111111111111
"1980-07-25",14.2444444444444
"1980-08-25",14.2444444444444
"1980-09-25",14.7142857142857
"1980-10-25",14.5555555555556
"1980-11-25",13.8
"1980-12-25",13.4
"1981-01-25",12.8666666666667
"1981-02-25",13.9
"1981-03-25",14.575
"1981-04-25",14.2
"1981-05-25",14.4
"1981-06-25",14.6
"1981-07-25",14.2
"1981-08-25",13.9555555555556
"1981-09-25",13.6
"1981-10-25",13.2
"1981-11-25",13.4
"1981-12-25",13.8571428571429
"1982-01-25",14.1777777777778
"1982-02-25",13.3333333333333
"1982-03-25",14.3555555555556
"1982-04-25",15.0222222222222
"1982-05-25",14.7111111111111
"1982-06-25",15.3428571428571
"1982-07-25",13.8571428571429
"1982-08-25",13.6
"1982-09-25",14.1777777777778
"1982-10-25",13.4666666666667
"1982-11-25",14.6444444444444
"1982-12-25",14.9111111111111
"1983-01-25",14.8222222222222
"1983-02-25",14.2222222222222
"1983-03-25",15.8444444444444
"1983-04-25",14.5555555555556
"1983-05-25",15.0666666666667
"1983-06-25",13.7333333333333
"1983-07-25",13.6666666666667
"1983-08-25",13.6444444444444
"1983-09-25",13.7111111111111
"1983-10-25",13.8444444444444
"1983-11-25",13.4444444444444
"1983-12-25",13.5111111111111
"1984-01-25",13.4888888888889
"1984-02-25",13.5777777777778
"1984-03-25",13.3777777777778
"1984-04-25",14.1333333333333
"1984-05-25",13.5777777777778
"1984-06-25",13.5555555555556
"1984-07-25",13.3555555555556
"1984-08-25",13.2444444444444
"1984-09-25",13.6
"1984-10-25",13.3444444444444
"1984-11-25",12.8222222222222
"1984-12-25",13.3111111111111
"1985-01-25",13.9555555555556
"1985-02-25",11.0666666666667
"1985-03-25",14.0333333333333
"1985-04-25",14.4
"1985-05-25",14.4666666666667
"1985-06-25",13.7777777777778
"1985-07-25",13.4888888888889
"1985-08-25",14.1333333333333
"1985-09-25",14.4888888888889
"1985-10-25",13.8888888888889
"1985-11-25",12.2222222222222
"1985-12-25",12.4666666666667
"1986-01-25",13.2444444444444
"1986-02-25",13.0222222222222
"1986-03-25",13.5777777777778
"1986-04-25",13.7555555555556
"1986-05-25",15.2
"1986-06-25",13.6
"1986-07-25",13.6
"1986-08-25",14.5555555555556
"1986-09-25",13.2
"1986-10-25",13.6666666666667
"1986-11-25",14.4222222222222
"1986-12-25",13.2444444444444
"1987-01-25",13.8222222222222
"1987-02-25",13.8222222222222
