"X26105150_prec.Date","X26105150_prec.Value"
"1971-10-25",18
"1971-11-25",117
"1971-12-25",9
"1972-01-25",25
"1972-02-25",48
"1972-03-25",25
"1972-04-25",3
"1972-05-25",34.3
"1972-06-25",26.7
"1972-07-25",31.1
"1972-08-25",0.4
"1972-09-25",1.5
"1972-10-25",61.7
"1972-11-25",48.6
"1972-12-25",9.4
"1973-01-25",13
"1973-02-25",47.2
"1973-03-25",12.7
"1973-04-25",37
"1973-05-25",28.2
"1973-06-25",9.8
"1973-07-25",7.3
"1973-08-25",14.3
"1973-09-25",65
"1973-10-25",75.8
"1973-11-25",126.7
"1973-12-25",31.5
"1974-01-25",24
"1974-02-25",68.6
"1974-03-25",27.9
"1974-04-25",55.2
"1974-05-25",52.5
"1974-06-25",9.3
"1974-07-25",10.4
"1974-08-25",42.6
"1974-09-25",37.6
"1974-10-25",94.6
"1974-11-25",78.5
"1974-12-25",31.7
"1975-01-25",3.3
"1975-02-25",50.5
"1975-03-25",46.2
"1975-04-25",30.7
"1975-05-25",37.6
"1975-06-25",52.2
"1975-07-25",83.7
"1975-08-25",8
"1975-09-25",15.7
"1975-10-25",66.3
"1975-11-25",78.3
"1975-12-25",53.2
"1976-01-25",8.4
"1976-02-25",0
"1976-03-25",10.8
"1976-04-25",23.5
"1976-05-25",45.5
"1976-06-25",12
"1976-07-25",0
"1976-08-25",0
"1976-09-25",7.2
"1976-10-25",110.6
"1976-11-25",35.6
"1976-12-25",3.7
"1977-01-25",0.5
"1977-02-25",4.4
"1977-03-25",0
"1977-04-25",13.5
"1977-05-25",79.4
"1977-06-25",25.3
"1977-07-25",24.7
"1977-08-25",58.8
"1977-09-25",0
"1977-10-25",74.6
"1977-11-25",45.8
"1977-12-25",18.6
"1978-01-25",50.3
"1978-02-25",18.5
"1978-03-25",0
"1978-04-25",73.4
"1978-05-25",41.9
"1978-06-25",17.9
"1978-07-25",0.2
"1978-08-25",0
"1978-09-25",0
"1978-10-25",0
"1978-11-25",30
"1978-12-25",42.6
"1979-01-25",5.7
"1979-02-25",0.3
"1979-03-25",80.4
"1979-04-25",210.3
"1979-05-25",5
"1979-06-25",39.9
"1979-07-25",0
"1979-08-25",0
"1979-09-25",21.7
"1979-10-25",10.9
"1979-11-25",28.9
"1979-12-25",0
"1980-01-25",269.4
"1980-02-25",281.9
"1980-03-25",196.3
"1980-04-25",72.6
"1980-05-25",210.5
"1980-06-25",46.5
"1980-07-25",186.9
"1980-08-25",203.3
"1980-09-25",8
"1980-10-25",147
"1980-11-25",31.6
"1980-12-25",211.6
"1981-01-25",0.2
"1981-02-25",105.9
"1981-03-25",233.4
"1981-04-25",173.2
"1981-05-25",80.5
"1981-06-25",20.3
"1981-07-25",17.6
"1981-08-25",31.2
"1981-09-25",166.8
"1981-10-25",35.7
"1981-11-25",35.8
"1981-12-25",63.1
"1982-01-25",84.5
"1982-02-25",155
"1982-03-25",62.8
"1982-04-25",181.7
"1982-05-25",66.6
"1982-06-25",13.3
"1982-07-25",185.3
"1982-08-25",0.7
"1982-09-25",149.6
"1982-10-25",198.5
"1982-11-25",212.2
"1982-12-25",120.9
"1983-01-25",236.4
"1983-02-25",272.3
"1983-03-25",270.7
"1983-04-25",267.4
"1983-05-25",175.4
"1983-06-25",31.8
"1983-07-25",211.8
"1983-08-25",21.2
"1983-09-25",260.2
"1983-10-25",273.4
"1983-11-25",155.6
"1983-12-25",161.2
"1984-01-25",116.6
"1984-02-25",161.2
"1984-03-25",211.3
"1984-04-25",203.7
"1984-05-25",196.2
"1984-06-25",238.7
"1984-07-25",29.7
"1984-08-25",260.7
"1984-09-25",208.3
"1984-10-25",157.5
"1984-11-25",200.3
"1984-12-25",136.4
"1985-01-25",42.7
"1985-02-25",6
"1985-03-25",224.9
"1985-04-25",158.6
"1985-05-25",146.4
"1985-06-25",203.4
"1985-07-25",274.9
"1985-08-25",32
"1985-09-25",152.2
"1985-10-25",217.4
"1985-11-25",156.1
"1985-12-25",42.6
"1986-01-25",182.7
"1986-02-25",182.6
"1986-03-25",50.9
"1986-04-25",210.3
"1986-05-25",258.4
"1986-06-25",191.6
"1986-07-25",257.6
"1986-08-25",0
"1986-09-25",3.4
"1986-10-25",186.8
"1986-11-25",197.9
"1986-12-25",187.3
"1987-01-25",40
"1987-02-25",20
"1987-03-25",148.9
"1987-04-25",216.8
"1987-05-25",162
"1987-06-25",263.4
"1987-07-25",46
"1987-08-25",0
"1987-09-25",0
"1987-10-25",0
"1987-11-25",0
"1987-12-25",0
"1988-01-25",0
"1988-02-25",0
"1988-03-25",0
"1988-04-25",0
"1988-05-25",0
"1988-06-25",0
"1988-07-25",0
"1988-08-25",0
"1988-09-25",0
"1988-10-25",0
"1988-11-25",0
"1988-12-25",0
"1989-01-25",58
"1989-02-25",56.3
"1989-03-25",24.5
"1989-04-25",36.5
"1989-05-25",108.3
"1989-06-25",15
"1989-07-25",69.3
"1989-08-25",220.1
"1989-09-25",208.5
"1989-10-25",68
"1989-11-25",45
"1989-12-25",205.5
"1990-01-25",52
"1990-02-25",30
"1990-03-25",140.1
"1990-04-25",46
"1990-05-25",43
"1990-06-25",24
"1990-07-25",202.7
"1990-08-25",212.4
"1990-09-25",24
"1990-10-25",160.2
"1990-11-25",223.2
"1990-12-25",216
"1991-01-25",0
"1991-02-25",213.2
"1991-03-25",262.2
"1991-04-25",209.4
"1991-05-25",210.6
"1991-06-25",167.6
"1991-07-25",9
"1991-08-25",207.1
"1991-09-25",196.5
"1991-10-25",160.4
"1991-11-25",158.4
"1991-12-25",164.9
"1992-01-25",0
"1992-02-25",0
"1992-03-25",0
"1992-04-25",0
"1992-05-25",0
"1992-06-25",0
"1992-07-25",0
"1992-08-25",0
"1992-09-25",0
"1992-10-25",0
"1992-11-25",0
"1992-12-25",0
"1993-01-25",0
"1993-02-25",0
"1993-03-25",0
"1993-04-25",0
"1993-05-25",84.8
"1993-06-25",162.8
"1993-07-25",17.7
"1993-08-25",135.2
"1993-09-25",155
"1993-10-25",209.7
"1993-11-25",159
"1993-12-25",210.3
"1994-01-25",202.3
"1994-02-25",253.4
"1994-03-25",207.1
"1994-04-25",252.6
"1994-05-25",170.8
"1994-06-25",31
"1994-07-25",0
