"X26075100_tmin.Date","X26075100_tmin.Value"
"1990-06-25",19.7142857142857
"1990-07-25",19.2888888888889
"1990-08-25",19
"1990-09-25",20.0888888888889
"1990-10-25",18.08
"1990-11-25",19.6666666666667
"1990-12-25",19.0666666666667
"1991-01-25",19.25
"1991-02-25",19.2777777777778
"1991-03-25",19.8444444444444
"1991-04-25",19.2
"1991-05-25",19.6444444444444
"1991-06-25",20.15
"1991-07-25",18.7777777777778
"1991-08-25",18.8222222222222
"1991-09-25",19
"1991-10-25",19.2
"1991-11-25",19
"1991-12-25",19.6222222222222
"1992-01-25",19
"1992-02-25",20.2666666666667
"1992-03-25",19.5555555555556
"1992-04-25",19.8875
"1992-05-25",19.325
"1992-06-25",19.0666666666667
"1992-07-25",18.9777777777778
"1992-08-25",18.725
"1992-09-25",18.2857142857143
"1992-10-25",NA
"1992-11-25",NA
"1992-12-25",NA
"1993-01-25",17.8333333333333
"1993-02-25",18.5428571428571
"1993-03-25",18.8222222222222
"1993-04-25",19.0333333333333
"1993-05-25",19.4666666666667
"1993-06-25",19.2444444444444
"1993-07-25",18.5111111111111
"1993-08-25",17.8875
"1993-09-25",18.5111111111111
"1993-10-25",18.8333333333333
"1993-11-25",18.9555555555556
"1993-12-25",19.2555555555556
"1994-01-25",18.6888888888889
"1994-02-25",18.7428571428571
"1994-03-25",18.4571428571429
"1994-04-25",15.56
"1994-05-25",17
"1994-06-25",17.7
"1994-07-25",13.9428571428571
"1994-08-25",14.9111111111111
"1994-09-25",21
"1994-10-25",21.1
"1994-11-25",19.44
"1994-12-25",20.4
"1995-01-25",20.52
"1995-02-25",20.6571428571429
"1995-03-25",21.36
"1995-04-25",21.6571428571429
"1995-05-25",20.4
"1995-06-25",22
"1995-07-25",21.2
"1995-08-25",19
"1995-09-25",21.08
"1995-10-25",20.4666666666667
"1995-11-25",17.5555555555556
"1995-12-25",17.7777777777778
"1996-01-25",NA
"1996-02-25",NA
"1996-03-25",NA
"1996-04-25",NA
"1996-05-25",20.8888888888889
"1996-06-25",20.3777777777778
"1996-07-25",19.2666666666667
"1996-08-25",20.6666666666667
"1996-09-25",20.1555555555556
"1996-10-25",20.0666666666667
"1996-11-25",19.8666666666667
"1996-12-25",19.6666666666667
"1997-01-25",20.1555555555556
"1997-02-25",19.375
"1997-03-25",NA
"1997-04-25",19.96
"1997-05-25",19.9555555555556
"1997-06-25",19.1333333333333
"1997-07-25",18.9111111111111
"1997-08-25",19.25
"1997-09-25",19.4222222222222
"1997-10-25",19.3555555555556
"1997-11-25",18.7333333333333
"1997-12-25",17.9555555555556
"1998-01-25",19.4666666666667
"1998-02-25",20.7777777777778
"1998-03-25",20
"1998-04-25",19.4888888888889
"1998-05-25",19.5333333333333
"1998-06-25",19.6222222222222
"1998-07-25",19.4
"1998-08-25",19.8444444444444
"1998-09-25",19.1777777777778
"1998-10-25",19.6444444444444
"1998-11-25",19.6666666666667
"1998-12-25",19.4666666666667
"1999-01-25",19.5777777777778
"1999-02-25",18.8666666666667
"1999-03-25",18.6222222222222
"1999-04-25",18.6222222222222
"1999-05-25",18.8444444444444
"1999-06-25",19.2444444444444
"1999-07-25",19.1555555555556
"1999-08-25",18.8222222222222
"1999-09-25",19
"1999-10-25",19.2888888888889
"1999-11-25",19.3111111111111
"1999-12-25",NA
"2000-01-25",NA
"2000-02-25",NA
"2000-03-25",NA
"2000-04-25",NA
"2000-05-25",NA
"2000-06-25",17.2
"2000-07-25",18.6666666666667
"2000-08-25",17.8444444444444
"2000-09-25",18.3111111111111
"2000-10-25",18.0444444444444
"2000-11-25",18.2
"2000-12-25",18.725
"2001-01-25",18.0222222222222
"2001-02-25",17.4
"2001-03-25",17.8888888888889
"2001-04-25",18.0666666666667
"2001-05-25",18.7333333333333
"2001-06-25",17.3333333333333
"2001-07-25",19.1555555555556
"2001-08-25",18.2444444444444
"2001-09-25",19.0222222222222
"2001-10-25",19.5777777777778
"2001-11-25",18.1333333333333
"2001-12-25",NA
"2002-01-25",NA
"2002-02-25",NA
"2002-03-25",NA
"2002-04-25",NA
"2002-05-25",NA
"2002-06-25",18.4888888888889
"2002-07-25",18.6222222222222
"2002-08-25",16.3111111111111
"2002-09-25",18.2
