"X22045020_tmin.Date","X22045020_tmin.Value"
"1987-01-25",18.8
"1987-02-25",19.6222222222222
"1987-03-25",19.1111111111111
"1987-04-25",19.6666666666667
"1987-05-25",18.4666666666667
"1987-06-25",18.7555555555556
"1987-07-25",18.8444444444444
"1987-08-25",18.7
"1987-09-25",18.5333333333333
"1987-10-25",18.4888888888889
"1987-11-25",18.4888888888889
"1987-12-25",18.2666666666667
"1988-01-25",18.1111111111111
"1988-02-25",17.4
"1988-03-25",17.2444444444444
"1988-04-25",17.1555555555556
"1988-05-25",17.5555555555556
"1988-06-25",17.4666666666667
"1988-07-25",NA
"1988-08-25",17.4666666666667
"1988-09-25",17.1777777777778
"1988-10-25",17.2333333333333
"1988-11-25",17.6
"1988-12-25",17.6857142857143
"1989-01-25",18.1111111111111
"1989-02-25",17.85
"1989-03-25",17.6444444444444
"1989-04-25",17.85
"1989-05-25",17.7555555555556
"1989-06-25",17.9333333333333
"1989-07-25",17.225
"1989-08-25",17.6
"1989-09-25",17.3714285714286
"1989-10-25",17.6444444444444
"1989-11-25",16.975
"1989-12-25",17.6
"1990-01-25",16.9777777777778
"1990-02-25",17.45
"1990-03-25",16.625
"1990-04-25",17.2
"1990-05-25",16.9111111111111
"1990-06-25",17.1777777777778
"1990-07-25",17.2888888888889
"1990-08-25",17.2888888888889
"1990-09-25",17.5555555555556
"1990-10-25",17.1111111111111
"1990-11-25",17.0222222222222
"1990-12-25",17.4666666666667
"1991-01-25",16.9777777777778
"1991-02-25",16.4
"1991-03-25",16.525
"1991-04-25",16.3555555555556
"1991-05-25",16.6444444444444
"1991-06-25",16.4222222222222
"1991-07-25",16.5555555555556
"1991-08-25",16.6
"1991-09-25",16.5333333333333
"1991-10-25",16.725
"1991-11-25",16.0666666666667
"1991-12-25",16.6666666666667
"1992-01-25",16.8444444444444
"1992-02-25",16.3333333333333
"1992-03-25",16.5
"1992-04-25",17.05
"1992-05-25",16.725
"1992-06-25",16.5777777777778
"1992-07-25",16.7777777777778
"1992-08-25",16.6
"1992-09-25",17.0888888888889
"1992-10-25",16.4666666666667
"1992-11-25",16.65
"1992-12-25",16.5777777777778
"1993-01-25",16
"1993-02-25",16.5333333333333
"1993-03-25",17.25
"1993-04-25",16.5142857142857
"1993-05-25",16.025
"1993-06-25",16.4666666666667
"1993-07-25",16.6
"1993-08-25",16.6
"1993-09-25",16.675
"1993-10-25",15.2666666666667
"1993-11-25",16.3111111111111
"1993-12-25",16.5111111111111
"1994-01-25",16.3
"1994-02-25",15.7555555555556
"1994-03-25",15.9375
"1994-04-25",15.9555555555556
"1994-05-25",15.9714285714286
"1994-06-25",16.15
"1994-07-25",15.8444444444444
"1994-08-25",16
"1994-09-25",16.1555555555556
"1994-10-25",16.1714285714286
"1994-11-25",16.2222222222222
"1994-12-25",16.1714285714286
"1995-01-25",16.0444444444444
"1995-02-25",16.1428571428571
"1995-03-25",NA
"1995-04-25",NA
"1995-05-25",NA
"1995-06-25",19.3714285714286
"1995-07-25",18.4
"1995-08-25",18.575
"1995-09-25",19.3428571428571
"1995-10-25",17.5666666666667
"1995-11-25",18.6571428571429
"1995-12-25",18.9714285714286
"1996-01-25",17.4285714285714
"1996-02-25",17.6333333333333
"1996-03-25",18.1428571428571
"1996-04-25",19.1
"1996-05-25",18.675
"1996-06-25",17.225
"1996-07-25",18.575
"1996-08-25",18.9555555555556
"1996-09-25",16.9555555555556
"1996-10-25",18.1
"1996-11-25",18.5
"1996-12-25",NA
"1997-01-25",NA
"1997-02-25",NA
"1997-03-25",17.4
"1997-04-25",NA
"1997-05-25",NA
"1997-06-25",NA
"1997-07-25",NA
"1997-08-25",NA
"1997-09-25",NA
"1997-10-25",NA
"1997-11-25",20.1555555555556
"1997-12-25",19.7777777777778
"1998-01-25",20.0444444444444
"1998-02-25",20.8
"1998-03-25",20.7111111111111
"1998-04-25",20.2666666666667
"1998-05-25",19.4666666666667
"1998-06-25",19.2888888888889
"1998-07-25",19.7111111111111
"1998-08-25",18.1333333333333
"1998-09-25",19.7555555555556
"1998-10-25",19.575
"1998-11-25",18.5714285714286
"1998-12-25",18.9111111111111
"1999-01-25",19.0222222222222
"1999-02-25",18.7555555555556
"1999-03-25",19.0222222222222
"1999-04-25",18.4888888888889
"1999-05-25",18.275
"1999-06-25",19.0666666666667
"1999-07-25",18.4444444444444
"1999-08-25",19.1555555555556
"1999-09-25",19.6666666666667
"1999-10-25",18.8222222222222
"1999-11-25",19.2444444444444
"1999-12-25",18.8222222222222
"2000-01-25",18.8888888888889
"2000-02-25",18.4444444444444
"2000-03-25",18.9333333333333
"2000-04-25",18.7777777777778
"2000-05-25",18.9555555555556
"2000-06-25",19
"2000-07-25",19.5111111111111
"2000-08-25",18.8
"2000-09-25",18.6888888888889
"2000-10-25",18.7555555555556
"2000-11-25",19.1555555555556
"2000-12-25",18.575
"2001-01-25",18.4
"2001-02-25",18.9111111111111
"2001-03-25",18.6222222222222
"2001-04-25",19.4222222222222
"2001-05-25",19.7777777777778
"2001-06-25",18.9555555555556
"2001-07-25",19.8
"2001-08-25",19.2666666666667
"2001-09-25",19.2666666666667
"2001-10-25",19.9777777777778
"2001-11-25",18.7333333333333
"2001-12-25",19.275
"2002-01-25",19.2666666666667
"2002-02-25",19.5333333333333
"2002-03-25",19.4666666666667
"2002-04-25",19.6
"2002-05-25",19.7555555555556
"2002-06-25",18.6666666666667
"2002-07-25",19.6666666666667
"2002-08-25",18.9333333333333
"2002-09-25",18.8888888888889
"2002-10-25",19.5777777777778
"2002-11-25",18.4666666666667
"2002-12-25",19.8666666666667
"2003-01-25",19.2222222222222
"2003-02-25",20.0888888888889
"2003-03-25",19.5111111111111
"2003-04-25",19.7777777777778
"2003-05-25",19.9555555555556
"2003-06-25",19.0444444444444
"2003-07-25",19.2888888888889
"2003-08-25",19.25
"2003-09-25",19.9555555555556
"2003-10-25",18.9111111111111
"2003-11-25",18.5333333333333
"2003-12-25",19.3111111111111
"2004-01-25",19.8888888888889
"2004-02-25",18.975
"2004-03-25",19.975
"2004-04-25",19.6444444444444
"2004-05-25",19.6444444444444
"2004-06-25",19.3111111111111
"2004-07-25",19.1333333333333
"2004-08-25",19.1111111111111
"2004-09-25",19.1555555555556
"2004-10-25",19.35
"2004-11-25",19.4857142857143
"2004-12-25",19.3555555555556
"2005-01-25",19.225
"2005-02-25",19.2
"2005-03-25",19.875
"2005-04-25",19.7111111111111
"2005-05-25",19.525
"2005-06-25",20.0222222222222
"2005-07-25",19.1555555555556
"2005-08-25",20.3333333333333
"2005-09-25",19.8222222222222
"2005-10-25",19.1777777777778
"2005-11-25",19.2888888888889
"2005-12-25",19.15
"2006-01-25",18.8857142857143
