"X22010090_prec.Date","X22010090_prec.Value"
"1987-01-25",121
"1987-02-25",0
"1987-03-25",68
"1987-04-25",16.4
"1987-05-25",174.2
"1987-06-25",36
"1987-07-25",7.6
"1987-08-25",44.2
"1987-09-25",56.3
"1987-10-25",35.6
"1987-11-25",74.4
"1987-12-25",47.4
"1988-01-25",75.3
"1988-02-25",34.2
"1988-03-25",39.6
"1988-04-25",88.2
"1988-05-25",51.5
"1988-06-25",40
"1988-07-25",136
"1988-08-25",85
"1988-09-25",69
"1988-10-25",58
"1988-11-25",43
"1988-12-25",94
"1989-01-25",46
"1989-02-25",33
"1989-03-25",86
"1989-04-25",39
"1989-05-25",79
"1989-06-25",74
"1989-07-25",17
"1989-08-25",2
"1989-09-25",95
"1989-10-25",70
"1989-11-25",85
"1989-12-25",77
"1990-01-25",32
"1990-02-25",61
"1990-03-25",11
"1990-04-25",45
"1990-05-25",90
"1990-06-25",0
"1990-07-25",42
"1990-08-25",0
"1990-09-25",23
"1990-10-25",138
"1990-11-25",16.5
"1990-12-25",50.9
"1991-01-25",14.5
"1991-02-25",155
"1991-03-25",42
"1991-04-25",166.2
"1991-05-25",64.6
"1991-06-25",59
"1991-07-25",43
"1991-08-25",42
"1991-09-25",1.5
"1991-10-25",23.2
"1991-11-25",92.7
"1991-12-25",53.7
"1992-01-25",41
"1992-02-25",27
"1992-03-25",6
"1992-04-25",13
"1992-05-25",90
"1992-06-25",43
"1992-07-25",13
"1992-08-25",6
"1992-09-25",25
"1992-10-25",43
"1992-11-25",30
"1992-12-25",33.9
"1993-01-25",28.9
"1993-02-25",34.3
"1993-03-25",90.3
"1993-04-25",30.6
"1993-05-25",100.4
"1993-06-25",1
"1993-07-25",95.7
"1993-08-25",15
"1993-09-25",30
"1993-10-25",5
"1993-11-25",60.5
"1993-12-25",34.8
"1994-01-25",107.3
"1994-02-25",31.2
"1994-03-25",45.2
"1994-04-25",62
"1994-05-25",80
"1994-06-25",26.2
"1994-07-25",57
"1994-08-25",3
"1994-09-25",0.1
"1994-10-25",36.3
"1994-11-25",22.2
"1994-12-25",82
"1995-01-25",51
"1995-02-25",0
"1995-03-25",93
"1995-04-25",86
"1995-05-25",54.2
"1995-06-25",150.4
"1995-07-25",3
"1995-08-25",18.1
"1995-09-25",0
"1995-10-25",23
"1995-11-25",57
"1995-12-25",91
"1996-01-25",25
"1996-02-25",0
"1996-03-25",74
"1996-04-25",25.8
"1996-05-25",57
"1996-06-25",31
"1996-07-25",46
"1996-08-25",22
"1996-09-25",26
"1996-10-25",103
"1996-11-25",24
"1996-12-25",52
"1997-01-25",35
"1997-02-25",86
"1997-03-25",7
"1997-04-25",27
"1997-05-25",0
"1997-06-25",94
"1997-07-25",17
"1997-08-25",2.3
"1997-09-25",20.4
"1997-10-25",0
"1997-11-25",0
"1997-12-25",19
"1998-01-25",44
"1998-02-25",35
"1998-03-25",23
"1998-04-25",100
"1998-05-25",97
"1998-06-25",57
"1998-07-25",28
"1998-08-25",45
"1998-09-25",42
"1998-10-25",76
"1998-11-25",111
"1998-12-25",0
"1999-01-25",0
"1999-02-25",0
"1999-03-25",0
"1999-04-25",0
"1999-05-25",0
"1999-06-25",0
"1999-07-25",0
"1999-08-25",0
"1999-09-25",0
"1999-10-25",0
"1999-11-25",0
"1999-12-25",0
"2000-01-25",4.5
