"X26105110_tmax.Date","X26105110_tmax.Value"
"1991-09-25",31
"1991-10-25",28.1
"1991-11-25",NA
"1991-12-25",28.25
"1992-01-25",NA
"1992-02-25",NA
"1992-03-25",NA
"1992-04-25",NA
"1992-05-25",NA
"1992-06-25",NA
"1992-07-25",NA
"1992-08-25",NA
"1992-09-25",NA
"1992-10-25",NA
"1992-11-25",NA
"1992-12-25",NA
"1993-01-25",29.6666666666667
"1993-02-25",30.9142857142857
"1993-03-25",30.0285714285714
"1993-04-25",30.2
"1993-05-25",30.5285714285714
"1993-06-25",32.0857142857143
"1993-07-25",30.8571428571429
"1993-08-25",32.6285714285714
"1993-09-25",29.6857142857143
"1993-10-25",30.9428571428571
"1993-11-25",29.4857142857143
"1993-12-25",29.8333333333333
"1994-01-25",30.7428571428571
"1994-02-25",30.4285714285714
"1994-03-25",31.8285714285714
"1994-04-25",29.7142857142857
"1994-05-25",30.2285714285714
"1994-06-25",29.3333333333333
"1994-07-25",29.74
"1994-08-25",31.1714285714286
"1994-09-25",31.0625
"1994-10-25",30.0142857142857
"1994-11-25",29.8
"1994-12-25",29.8571428571429
"1995-01-25",31.4
"1995-02-25",32.2333333333333
"1995-03-25",31.6
"1995-04-25",31.0857142857143
"1995-05-25",30.2285714285714
"1995-06-25",28.9
"1995-07-25",28.9428571428571
"1995-08-25",29.84
"1995-09-25",31.6
"1995-10-25",30.5
"1995-11-25",27.9666666666667
"1995-12-25",28.9
"1996-01-25",30.64
"1996-02-25",NA
"1996-03-25",28.6571428571429
"1996-04-25",NA
"1996-05-25",29.6
"1996-06-25",29.8
"1996-07-25",29.0571428571429
"1996-08-25",30.7666666666667
"1996-09-25",29.2
"1996-10-25",28.6285714285714
"1996-11-25",30.0666666666667
"1996-12-25",29.1333333333333
"1997-01-25",29.95
"1997-02-25",29.92
"1997-03-25",31.0285714285714
"1997-04-25",31
"1997-05-25",30.375
"1997-06-25",29.6666666666667
"1997-07-25",31.3142857142857
"1997-08-25",34.65
"1997-09-25",31.1714285714286
"1997-10-25",30.8
"1997-11-25",29.1428571428571
"1997-12-25",31.7
"1998-01-25",32.725
"1998-02-25",31.7714285714286
"1998-03-25",31.4857142857143
"1998-04-25",30.9555555555556
"1998-05-25",28.9777777777778
"1998-06-25",29.3
"1998-07-25",31.0857142857143
"1998-08-25",31.2666666666667
"1998-09-25",30.4285714285714
"1998-10-25",30.475
"1998-11-25",31.1714285714286
"1998-12-25",30.4666666666667
"1999-01-25",30.1714285714286
"1999-02-25",31.3428571428571
"1999-03-25",30.8
"1999-04-25",29.9714285714286
"1999-05-25",30.2571428571429
"1999-06-25",31.1666666666667
"1999-07-25",30.5428571428571
"1999-08-25",31.7142857142857
"1999-09-25",30.3714285714286
"1999-10-25",28.4571428571429
"1999-11-25",30.8857142857143
"1999-12-25",30.2285714285714
"2000-01-25",29.1142857142857
"2000-02-25",30.6888888888889
"2000-03-25",30.0444444444444
"2000-04-25",30.3777777777778
"2000-05-25",30.3777777777778
"2000-06-25",31.2
"2000-07-25",31.8888888888889
"2000-08-25",30.5777777777778
"2000-09-25",30.525
"2000-10-25",30.6444444444444
"2000-11-25",29.9333333333333
"2000-12-25",30.5777777777778
"2001-01-25",31.3777777777778
"2001-02-25",31.7111111111111
"2001-03-25",31.6
"2001-04-25",32.2
"2001-05-25",31.1111111111111
"2001-06-25",30.6666666666667
"2001-07-25",33.0888888888889
"2001-08-25",32.3555555555556
"2001-09-25",32.8
"2001-10-25",33.1777777777778
"2001-11-25",32.3111111111111
"2001-12-25",30.7333333333333
"2002-01-25",32.0444444444444
"2002-02-25",32.7222222222222
"2002-03-25",32.9444444444444
"2002-04-25",30.5333333333333
"2002-05-25",32.6
"2002-06-25",29.2444444444444
"2002-07-25",NA
"2002-08-25",33.6666666666667
"2002-09-25",33.3444444444444
"2002-10-25",33.3
"2002-11-25",29.1333333333333
"2002-12-25",32.8444444444444
