"X26075060_tmin.Date","X26075060_tmin.Value"
"1979-06-25",18.5555555555556
"1979-07-25",NA
"1979-08-25",NA
"1979-09-25",NA
"1979-10-25",19.2
"1979-11-25",18.8
"1979-12-25",19.05
"1980-01-25",NA
"1980-02-25",19.2222222222222
"1980-03-25",19.225
"1980-04-25",20.075
"1980-05-25",18.2222222222222
"1980-06-25",16.0222222222222
"1980-07-25",17.0444444444444
"1980-08-25",17.7444444444444
"1980-09-25",15.8666666666667
"1980-10-25",16.0666666666667
"1980-11-25",17.9555555555556
"1980-12-25",18.0888888888889
"1981-01-25",17.4
"1981-02-25",NA
"1981-03-25",NA
"1981-04-25",NA
"1981-05-25",16.8222222222222
"1981-06-25",18.7444444444444
"1981-07-25",17.65
"1981-08-25",17.2444444444444
"1981-09-25",16.4333333333333
"1981-10-25",17.2
"1981-11-25",17.2
"1981-12-25",17.5111111111111
"1982-01-25",15.6222222222222
"1982-02-25",15.9777777777778
"1982-03-25",16.6777777777778
"1982-04-25",16.9714285714286
"1982-05-25",17.7111111111111
"1982-06-25",NA
"1982-07-25",NA
"1982-08-25",NA
"1982-09-25",14.9888888888889
"1982-10-25",15.3555555555556
"1982-11-25",17.4222222222222
"1982-12-25",16.8444444444444
"1983-01-25",17.4222222222222
"1983-02-25",20.1777777777778
"1983-03-25",20.6444444444444
"1983-04-25",18.4666666666667
"1983-05-25",20.6125
"1983-06-25",18.4571428571429
"1983-07-25",19.2222222222222
"1983-08-25",17.9111111111111
"1983-09-25",18.75
"1983-10-25",18.6444444444444
"1983-11-25",18.9111111111111
"1983-12-25",18.5
"1984-01-25",18.4
"1984-02-25",19.0111111111111
"1984-03-25",17.95
"1984-04-25",19.1111111111111
"1984-05-25",18.5555555555556
"1984-06-25",18.9777777777778
"1984-07-25",16.9111111111111
"1984-08-25",17.7555555555556
"1984-09-25",16.0222222222222
"1984-10-25",18.3333333333333
"1984-11-25",17.5555555555556
"1984-12-25",18.775
"1985-01-25",19.0285714285714
"1985-02-25",17.8666666666667
"1985-03-25",19.2222222222222
"1985-04-25",18.7777777777778
"1985-05-25",18.8222222222222
"1985-06-25",17.3
"1985-07-25",17.6
"1985-08-25",18.32
"1985-09-25",16.92
"1985-10-25",17.95
"1985-11-25",18.2571428571429
"1985-12-25",18.1333333333333
"1986-01-25",NA
"1986-02-25",NA
"1986-03-25",NA
"1986-04-25",NA
"1986-05-25",NA
"1986-06-25",NA
"1986-07-25",NA
"1986-08-25",NA
"1986-09-25",NA
"1986-10-25",NA
"1986-11-25",NA
"1986-12-25",NA
"1987-01-25",NA
"1987-02-25",NA
"1987-03-25",NA
"1987-04-25",NA
"1987-05-25",NA
"1987-06-25",NA
"1987-07-25",NA
"1987-08-25",NA
"1987-09-25",NA
"1987-10-25",NA
"1987-11-25",NA
"1987-12-25",NA
"1988-01-25",NA
"1988-02-25",NA
"1988-03-25",NA
"1988-04-25",NA
"1988-05-25",NA
"1988-06-25",NA
"1988-07-25",NA
"1988-08-25",NA
"1988-09-25",NA
"1988-10-25",NA
"1988-11-25",NA
"1988-12-25",NA
"1989-01-25",NA
"1989-02-25",NA
"1989-03-25",NA
"1989-04-25",NA
"1989-05-25",NA
"1989-06-25",NA
"1989-07-25",NA
"1989-08-25",NA
"1989-09-25",NA
"1989-10-25",NA
"1989-11-25",NA
"1989-12-25",NA
"1990-01-25",NA
"1990-02-25",NA
"1990-03-25",NA
"1990-04-25",NA
"1990-05-25",NA
"1990-06-25",NA
"1990-07-25",NA
"1990-08-25",NA
"1990-09-25",NA
"1990-10-25",NA
"1990-11-25",NA
"1990-12-25",NA
"1991-01-25",NA
"1991-02-25",NA
"1991-03-25",NA
"1991-04-25",NA
"1991-05-25",NA
"1991-06-25",NA
"1991-07-25",NA
"1991-08-25",NA
"1991-09-25",NA
"1991-10-25",NA
"1991-11-25",NA
"1991-12-25",NA
"1992-01-25",NA
"1992-02-25",NA
"1992-03-25",NA
"1992-04-25",NA
"1992-05-25",NA
"1992-06-25",NA
"1992-07-25",NA
"1992-08-25",NA
"1992-09-25",NA
"1992-10-25",NA
"1992-11-25",NA
"1992-12-25",NA
"1993-01-25",NA
"1993-02-25",NA
"1993-03-25",NA
"1993-04-25",NA
"1993-05-25",NA
"1993-06-25",NA
"1993-07-25",NA
"1993-08-25",NA
"1993-09-25",NA
"1993-10-25",NA
"1993-11-25",NA
"1993-12-25",NA
"1994-01-25",NA
"1994-02-25",NA
"1994-03-25",NA
"1994-04-25",NA
"1994-05-25",18.44
"1994-06-25",18.875
"1994-07-25",18.5111111111111
"1994-08-25",18.85
"1994-09-25",18.575
"1994-10-25",17.9777777777778
